V161198,V161178,V161126,V161310x,V161196x,V160101,V161087
5,5,2,White,6,0.8289,0
3,5,4,White,1,0.6925,85
5,NA,NA,White,1,1.5932,50
7,4,4,White,1,0.3723,NA
5,7,NA,White,2,0.9372,0
6,3,5,White,1,0.4329,62
1,7,NA,Black,7,0.3665,0
6,4,4,NA,7,2.996,0
7,4,4,White,1,1.3723,84
7,2,7,White,4,0.6668,60
2,4,NA,NA,7,0.3808,0
3,7,4,Black,6,0.7275,1
7,3,7,White,1,0.6438,85
6,5,6,White,1,0.9151,98
4,4,4,White,6,0.7894,15
5,4,3,White,7,0.69,0
7,2,6,White,1,0.3348,70
6,6,2,White,7,0.7407,1
7,1,6,White,1,0.718,85
3,NA,4,White,7,0.9037,40
7,2,5,White,7,0.7212,15
4,4,4,Black,4,1.0147,0
7,1,7,NA,1,1.0914,100
NA,1,NA,White,4,0.4939,100
2,6,2,White,7,0.8377,0
NA,7,NA,NA,4,1.7037,0
5,NA,NA,NA,2,0.787,60
3,5,3,White,7,0.8864,0
NA,4,3,White,5,0.91,3
4,6,4,White,1,0.8658,40
6,2,6,White,1,0.7153,60
7,5,4,White,7,0.8699,85
4,NA,NA,White,4,0.7115,-99
4,3,5,White,7,0.8377,15
7,5,6,White,1,0.6856,60
2,1,6,White,1,0.9969,70
2,NA,NA,White,6,0.7833,30
NA,NA,NA,NA,1,4.7482,-99
3,6,2,White,7,0.7222,0
4,4,4,White,7,0.5345,15
4,4,4,NA,4,0.9052,60
1,5,4,NA,4,1.4408,52
6,5,4,NA,6,1.1495,60
4,4,NA,Black,7,0.5816,0
7,1,4,White,1,0.9579,91
1,NA,2,White,7,0.3777,2
6,NA,6,White,4,0.8626,40
4,NA,2,NA,1,2.1034,0
6,3,4,White,6,0.8068,30
4,4,2,White,7,0.431,0
6,3,6,White,4,0.9103,85
4,6,1,White,7,0.8874,0
4,5,NA,White,7,0.8181,-99
7,1,6,NA,4,2.6814,85
4,NA,4,White,6,1.9516,60
6,2,5,NA,1,0.7831,90
7,2,2,NA,7,0.6617,15
1,6,NA,White,7,1.4356,50
7,4,4,White,1,0.5062,100
4,4,4,White,6,0.7424,2
7,2,5,White,5,1.5271,100
3,5,2,NA,4,0.4566,0
3,4,4,NA,5,0.5788,9
4,4,NA,NA,7,0.4918,51
4,2,3,NA,2,0.8769,85
2,6,NA,NA,4,1.15,0
3,NA,6,NA,1,1.2566,0
1,6,6,NA,5,2.1284,0
7,1,6,White,1,0.4865,50
4,2,6,NA,4,1.8624,40
4,4,4,White,6,0.9579,15
5,2,6,White,7,0.6476,60
6,NA,4,White,4,0.89,1
4,3,5,White,4,0.7091,15
NA,NA,4,White,2,0.8856,60
6,3,6,White,4,0.6135,70
4,5,5,White,7,0.3492,0
5,2,3,White,1,0.3878,85
NA,6,4,Black,7,0.769,15
3,2,7,White,1,0.4053,70
6,3,6,White,2,0.982,69
7,1,6,White,1,0.738,60
7,1,5,White,1,0.7449,70
6,1,NA,White,2,0.6253,100
7,1,6,White,1,0.3718,85
6,4,NA,NA,7,1.49,0
1,4,3,White,7,1.3151,0
1,3,4,White,1,1.7423,15
7,4,4,White,1,1.9354,84
7,2,4,White,4,0.8795,30
7,2,6,White,4,0.8821,85
1,5,NA,NA,4,0.3834,2
4,4,2,White,7,0.3938,2
4,4,3,White,7,0.389,0
7,3,4,White,7,0.7222,40
1,6,1,White,7,0.6253,0
4,NA,4,White,4,0.8649,60
4,2,4,White,4,1.6583,70
4,4,2,White,7,0.9534,0
5,3,6,White,1,1.3906,85
7,5,NA,White,1,1.5964,85
7,1,4,White,1,2.591,85
4,5,NA,White,1,0.5663,60
7,6,4,White,1,2.755,50
1,NA,NA,White,4,0.9027,0
5,5,6,NA,7,0.4474,58
NA,5,3,NA,4,1.9021,60
3,4,2,NA,7,0.9474,1
7,1,6,White,1,0.3254,41
5,4,5,White,6,0.9114,40
6,NA,NA,White,1,2.2687,63
2,6,4,White,1,0.3637,60
4,7,NA,NA,2,1.5683,0
1,7,4,Black,4,1.9862,2
4,3,6,NA,4,0.9579,40
2,5,3,White,7,0.7859,15
1,7,NA,White,4,0.7265,0
5,2,5,White,4,0.4993,40
3,6,2,White,7,0.6767,0
4,3,NA,NA,4,2.2153,85
4,4,4,White,2,0.7217,36
1,7,6,NA,7,3.6345,0
4,3,5,White,4,1.9507,60
3,5,2,White,7,0.9251,0
6,6,NA,White,7,1.2043,15
1,4,3,Black,6,1.0637,0
NA,NA,NA,Black,6,2.9223,0
1,7,1,White,7,0.6129,0
4,4,5,NA,2,0.4478,80
7,5,5,White,4,0.8959,70
4,3,3,NA,4,1.8309,70
7,2,4,White,6,1.6034,61
7,2,6,White,3,1.6128,65
7,2,4,White,1,0.6254,-99
5,NA,5,White,2,0.8275,60
7,2,6,NA,2,0.5926,60
NA,1,6,White,1,0.806,80
6,NA,6,White,6,0.6717,40
4,6,2,Black,7,0.3885,0
4,NA,4,White,3,0.6776,60
2,5,2,White,7,1.4489,0
4,1,6,White,4,0.6083,15
6,2,6,White,7,0.9652,49
7,3,3,White,7,1.3459,0
7,1,7,White,2,0.7438,10
5,6,5,White,7,0.8045,100
7,1,NA,White,1,2.7496,85
6,2,7,White,2,0.9105,62
6,4,2,NA,7,0.9515,15
2,5,2,White,7,0.3532,0
5,2,NA,White,4,0.6613,70
3,7,NA,White,2,1.168,32
4,3,3,White,6,0.874,0
3,7,2,NA,7,0.6882,0
5,NA,6,Black,1,0.6794,100
NA,NA,6,White,1,0.6115,85
6,3,6,White,4,1.3207,60
2,5,2,NA,7,0.4953,1
3,6,2,White,7,0.8377,15
6,1,5,White,4,0.6956,30
NA,4,4,White,4,0.7979,26
4,4,2,White,5,0.6998,16
3,5,3,White,7,1.6034,1
7,2,4,NA,3,1.0613,30
NA,3,5,White,6,0.7885,0
6,1,5,White,1,0.7749,85
NA,3,NA,Black,4,0.7412,0
6,6,4,NA,1,1.8127,50
1,1,4,White,2,0.946,0
4,4,NA,White,1,0.3938,74
NA,NA,NA,White,4,2.6631,40
5,5,4,White,7,0.7427,0
7,2,5,White,4,0.9713,15
7,2,6,White,1,0.9534,100
5,2,7,White,1,0.3819,85
1,7,2,White,7,0.3924,2
4,6,3,White,6,0.3392,0
7,1,7,NA,7,0.8618,0
7,3,4,White,4,1.6128,15
4,4,3,White,2,0.7616,0
4,5,5,White,6,0.8348,20
4,2,4,White,6,0.8071,15
NA,NA,NA,White,4,0.8063,70
7,4,2,White,2,1.4851,70
7,2,7,White,7,1.0369,60
7,2,5,White,1,0.4436,85
6,2,6,White,1,1.1432,85
1,1,6,White,1,1.5098,40
6,3,6,White,2,0.3764,71
6,2,6,White,1,0.8126,85
2,6,2,White,7,1.1545,1
7,NA,NA,NA,1,0.4446,40
7,4,5,White,4,1.0111,60
2,4,4,NA,6,1.3108,0
NA,1,NA,White,4,0.7391,65
7,7,6,White,1,1.6777,70
7,2,5,White,2,1.5016,70
7,3,NA,White,2,1.3219,77
4,3,4,White,4,1.2376,51
3,NA,4,White,6,0.494,30
7,3,6,White,1,0.8674,100
2,6,3,NA,7,0.3158,0
2,3,4,NA,2,0.2993,15
7,2,6,White,4,1.2155,100
2,2,4,White,4,0.6324,0
4,5,4,NA,4,0.9937,70
2,4,NA,White,6,0.3874,50
4,4,4,White,6,0.7424,0
2,7,1,White,7,0.8925,0
NA,NA,NA,NA,NA,1.1277,50
5,2,2,White,5,0.4289,30
6,5,3,White,4,1.8002,18
4,4,NA,Black,4,2.3709,0
1,7,4,Black,7,0.6581,0
5,5,4,White,2,0.6582,70
NA,NA,4,White,4,1.6289,0
NA,NA,3,White,4,0.6117,19
4,5,NA,NA,4,0.8361,70
NA,NA,NA,White,7,0.4315,0
3,3,4,White,6,0.6925,15
3,6,NA,NA,7,1.1978,0
5,3,6,White,1,0.7222,100
5,3,3,White,3,0.998,15
4,5,5,White,2,0.3447,0
2,3,NA,Black,7,0.5649,10
1,4,4,White,1,0.6442,50
3,5,3,White,7,0.9652,0
5,2,NA,White,2,0.8361,76
3,4,3,White,7,0.824,5
4,NA,2,White,2,1.5625,70
4,3,6,White,1,0.7643,100
5,3,4,White,4,0.296,30
7,2,6,White,1,0.8197,70
6,3,4,White,7,0.5467,40
7,4,5,White,1,0.3938,60
5,4,4,White,7,0.3479,0
3,5,3,NA,7,1.9435,0
5,5,4,White,7,0.9012,100
4,3,6,White,2,0.359,65
2,5,NA,White,4,2.561,46
4,3,7,White,1,1.1378,100
2,NA,2,White,6,0.413,1
5,6,6,White,1,0.353,85
4,6,NA,White,7,0.4764,31
NA,6,NA,NA,7,1.0893,0
1,6,2,White,7,0.3757,2
7,3,5,White,4,0.6217,47
3,7,2,White,7,0.4033,1
7,1,5,White,1,1.463,100
5,3,5,White,7,0.5826,0
7,2,4,White,4,0.6117,70
NA,NA,NA,NA,4,2.6361,0
2,5,1,White,7,2.2592,0
2,6,2,White,7,1.5555,0
1,7,1,White,7,3.8276,0
6,3,6,White,1,1.4132,65
4,3,4,White,4,0.5944,17
NA,NA,5,White,7,0.7719,0
6,1,7,White,1,0.5696,70
5,NA,NA,White,4,0.9279,30
7,4,4,White,4,0.7749,60
7,2,5,White,4,0.7709,10
2,6,2,Black,4,0.6246,0
6,5,2,White,5,0.3546,1
7,1,4,White,4,0.7137,50
4,7,NA,White,4,0.714,-99
4,4,2,White,7,0.413,0
2,6,2,White,7,0.3871,1
7,3,6,White,4,1.0648,85
7,NA,4,White,7,0.6821,0
3,2,5,White,7,2.1552,7
4,5,NA,White,7,0.6179,0
4,2,6,White,2,0.3543,70
7,4,6,White,1,1.7372,98
4,4,3,NA,7,0.6254,0
4,4,NA,White,7,0.8099,0
2,NA,4,White,6,1.3606,11
6,1,4,White,4,3.5151,85
6,4,3,White,7,0.363,0
4,2,4,White,7,0.7852,15
7,4,4,White,4,0.6776,39
1,3,4,NA,4,0.6776,2
3,4,3,White,7,0.6438,0
3,6,3,White,7,1.5042,0
3,NA,NA,White,7,1.1092,15
NA,6,NA,White,6,1.6808,15
NA,3,6,White,1,0.698,100
NA,NA,NA,NA,7,0.4395,0
4,4,NA,White,6,0.8377,51
5,4,5,Black,7,0.6387,15
7,1,4,White,1,0.7542,100
4,4,3,White,7,1.4549,0
3,NA,NA,NA,7,1.9719,0
7,2,4,NA,1,0.6211,85
3,5,4,NA,7,2.2855,6
2,5,4,White,7,1.5283,0
7,4,6,White,4,0.7137,100
6,4,5,White,7,1.1561,30
4,1,4,NA,7,1.8715,0
NA,4,6,White,1,1.1287,85
7,NA,4,White,4,2.1595,30
NA,NA,NA,White,2,1.6026,60
3,5,2,White,7,0.9579,0
7,NA,4,White,2,0.3766,50
1,5,2,White,7,0.6845,0
1,7,NA,White,6,1.322,100
5,1,6,NA,7,0.7875,0
5,NA,NA,Black,1,3.3702,-99
7,NA,6,White,1,0.6707,NA
6,1,7,White,1,1.3109,92
6,2,6,White,1,1.0394,70
3,3,6,White,4,0.6647,60
4,5,5,White,4,1.194,40
3,1,NA,White,4,1.0542,70
1,7,1,White,7,0.7057,17
NA,NA,NA,White,1,1.1126,-99
4,4,5,White,7,1.0626,15
3,5,3,White,6,0.4033,0
6,4,1,White,7,0.2687,0
6,4,NA,White,2,0.982,70
4,5,2,White,7,0.7438,15
1,4,7,Black,7,3.9376,40
5,4,4,White,2,0.3477,40
2,7,1,White,7,0.866,0
7,4,5,White,2,1.9233,100
NA,3,4,White,4,1.5238,50
5,3,6,White,1,0.6438,84
6,2,6,White,4,0.6324,60
4,4,4,White,6,0.407,53
4,5,2,Black,7,0.4947,0
7,2,6,White,1,0.4459,60
4,3,4,White,1,0.6438,70
4,3,5,White,5,0.6324,58
4,5,2,White,7,0.3627,1
NA,NA,4,Black,4,1.2542,0
5,2,6,White,4,1.4957,85
6,5,4,White,7,0.342,32
6,1,6,White,1,0.4599,100
6,3,5,NA,1,0.9233,85
2,7,1,White,7,0.7678,1
2,4,4,White,7,0.7341,1
1,5,NA,NA,6,0.471,0
5,4,4,White,1,1.3496,60
NA,4,NA,White,2,0.6476,50
NA,NA,NA,Black,4,0.5347,17
4,NA,NA,Black,1,3.236,0
4,5,4,Black,7,1.2965,0
1,7,2,White,7,0.3637,0
7,3,6,White,4,0.8491,60
NA,NA,NA,White,NA,1.4211,100
4,4,4,White,7,0.3319,0
1,5,1,Black,7,0.5399,1
1,7,4,NA,7,1.5967,1
7,NA,4,White,4,1.1808,0
4,3,NA,White,7,0.6632,0
6,NA,NA,White,7,0.7153,0
5,3,5,White,7,0.6199,0
3,5,2,White,7,1.3576,10
5,3,3,White,7,0.6871,3
7,1,5,White,1,2.0182,85
5,2,4,White,7,0.3112,30
6,2,6,White,4,0.588,70
3,5,2,White,7,0.8112,5
NA,NA,NA,NA,7,0.6916,70
4,NA,NA,White,4,0.6811,15
NA,5,2,White,6,0.3857,15
7,1,5,White,1,0.7438,62
3,4,4,NA,4,1.6156,40
4,4,NA,White,1,0.4298,95
2,6,3,White,1,3.4647,85
7,4,NA,White,1,1.4844,87
5,2,5,White,4,0.6083,10
4,NA,NA,White,6,1.5578,70
5,5,2,White,7,0.9114,0
NA,NA,4,White,4,1.0075,51
7,1,7,White,1,0.4077,100
7,1,4,NA,7,0.7709,0
4,4,5,NA,4,1.8112,50
7,1,3,White,3,1.2334,65
3,5,1,White,7,0.9577,15
5,2,6,White,1,1.1536,85
NA,NA,NA,Black,6,0.5513,1
2,4,2,NA,6,0.6254,0
4,2,4,NA,4,0.9114,50
7,2,5,White,4,0.324,40
1,NA,NA,NA,6,1.4798,0
6,3,6,White,4,0.8001,60
4,6,NA,NA,4,1.1122,70
7,1,5,White,1,0.8187,100
NA,NA,4,White,1,1.6496,60
6,1,6,White,1,1.5665,100
4,4,3,White,7,0.3579,0
2,6,4,White,6,0.6115,3
4,4,5,White,2,0.3502,50
5,3,4,White,4,1.4742,30
3,6,NA,NA,7,2.0201,15
7,1,6,White,1,0.8864,70
6,3,3,NA,7,1.3712,1
NA,3,5,White,4,0.9126,62
5,6,1,Black,7,0.5652,0
6,5,2,White,7,1.6164,2
5,5,4,Black,1,2.7845,2
1,4,1,Black,4,1.3702,0
7,4,5,White,2,0.661,70
1,7,2,Black,7,5.0206,1
1,7,4,NA,4,0.9896,0
4,5,3,NA,4,2.0438,0
NA,NA,NA,White,6,0.3396,30
6,3,5,White,2,0.4411,95
6,NA,7,White,5,0.3617,60
NA,2,4,White,3,0.9515,41
6,NA,2,NA,3,1.9638,50
4,1,5,White,4,0.6226,60
7,NA,NA,NA,1,1.7147,30
5,3,2,White,7,0.6799,0
NA,NA,NA,White,4,0.6755,60
6,4,NA,White,7,0.4151,0
4,2,4,White,4,0.3049,50
NA,5,2,White,7,1.4643,4
3,4,6,White,7,0.7847,18
4,3,5,White,3,0.4203,69
4,4,3,NA,6,0.3882,2
5,2,7,White,2,0.6649,71
7,1,4,NA,7,1.106,0
3,4,4,White,4,1.0966,60
1,5,2,White,7,1.0349,0
7,2,NA,White,5,1.358,30
5,3,5,White,4,1.4515,10
7,NA,6,White,4,0.7259,85
1,NA,NA,Black,6,1.8104,50
NA,4,NA,White,1,0.8419,60
3,NA,NA,Black,4,1.3702,0
4,3,6,White,1,0.7366,85
NA,3,3,NA,5,0.3658,48
NA,2,5,White,4,0.494,40
3,5,4,NA,7,0.8579,0
7,4,6,White,1,0.7204,70
2,7,2,White,7,0.4509,0
1,6,5,Black,7,1.1764,30
6,2,6,White,1,0.4758,85
7,4,4,White,2,0.4195,50
3,4,6,White,1,0.4444,85
3,NA,NA,White,4,0.8674,12
6,4,4,White,1,0.7424,70
7,4,4,White,7,0.9652,30
7,1,6,White,1,1.374,100
7,1,4,White,1,2.4301,98
3,4,3,White,7,0.4315,0
NA,NA,NA,NA,5,0.6604,2
NA,NA,NA,White,4,0.9334,40
6,3,4,White,4,0.3658,15
4,5,6,White,2,0.961,85
4,5,4,NA,6,0.3953,0
7,1,3,White,1,0.398,100
2,6,1,White,6,0.8984,10
5,5,2,White,7,0.9921,30
2,5,1,White,7,0.8334,0
4,5,2,White,7,0.418,0
7,6,4,NA,7,0.4191,6
7,NA,NA,White,1,1.0349,70
6,2,6,White,2,0.738,85
4,4,6,White,1,0.807,100
5,1,6,White,4,0.8133,85
4,6,6,White,6,0.8199,71
NA,NA,NA,White,4,1.7332,49
NA,NA,NA,White,4,2.1037,70
7,4,3,NA,7,1.5449,15
4,3,5,White,7,0.6842,10
6,3,6,White,1,1.8561,75
NA,NA,3,White,4,2.5045,15
NA,NA,NA,NA,7,0.4508,0
4,3,3,White,6,0.3529,70
1,5,NA,Black,6,0.7789,0
1,4,NA,NA,4,1.5651,15
3,5,1,White,7,0.4999,0
7,3,6,White,2,0.8419,41
4,4,3,White,1,0.7997,70
7,4,5,White,6,1.63,0
4,4,4,White,4,2.0053,0
3,5,2,White,7,0.8887,0
6,3,4,White,1,0.537,60
1,7,6,Black,4,3.5773,3
NA,7,2,White,7,0.5826,1
1,NA,NA,NA,7,1.2902,0
4,3,3,White,7,0.8812,40
4,4,6,NA,7,1.5231,59
NA,1,6,White,4,1.2787,70
7,1,5,White,1,0.4299,90
3,4,2,NA,7,0.7754,15
NA,3,NA,White,2,0.4646,100
NA,1,5,White,7,0.8401,0
7,6,6,White,4,1.6442,40
5,5,3,Black,5,1.4416,0
6,3,6,White,7,0.6956,40
NA,NA,4,White,1,2.8451,70
4,7,4,White,4,0.4895,2
1,7,1,White,7,0.4844,0
5,4,3,White,7,0.7776,0
6,2,4,White,4,0.4967,40
NA,NA,4,White,1,0.4285,100
5,4,3,Black,4,0.8385,0
3,2,6,White,7,0.7259,0
7,2,3,White,2,0.769,14
4,3,6,White,4,0.998,80
2,5,2,White,7,0.3925,0
4,4,3,White,7,0.9758,0
NA,NA,NA,NA,7,1.9028,0
4,6,NA,White,7,0.725,0
7,1,7,White,1,0.5241,100
NA,NA,NA,Black,7,0.9318,60
4,6,4,White,7,1.2677,0
7,2,7,White,1,0.9279,92
6,NA,5,White,6,0.7749,70
NA,5,3,Black,4,0.5877,10
7,NA,5,White,6,2.7009,80
6,3,4,NA,4,0.4857,85
NA,7,2,White,7,1.0136,0
7,6,6,NA,2,1.65,15
6,NA,5,White,4,1.7034,85
7,4,6,White,1,0.9132,100
6,NA,6,White,2,0.6012,60
7,4,4,White,2,1.875,75
1,5,NA,White,7,0.5412,0
6,2,6,White,7,0.629,30
4,5,4,NA,7,0.3214,3
NA,4,2,White,7,1.5067,0
2,5,4,White,7,0.8419,0
3,6,NA,NA,7,0.9937,0
4,NA,NA,NA,4,1.4957,15
2,6,NA,White,4,0.494,15
4,4,6,White,1,0.8161,63
5,3,3,White,6,0.8742,0
NA,6,NA,NA,NA,1.7673,-99
1,3,6,NA,6,1.2874,50
3,6,NA,Black,4,2.0906,5
6,4,6,White,1,0.9921,72
6,4,4,White,6,1.6604,60
4,5,3,White,7,1.0542,0
NA,NA,4,White,7,1.9171,0
7,5,6,White,1,0.807,89
6,2,6,White,1,0.4137,100
4,3,NA,White,2,0.4876,86
7,NA,4,White,2,0.707,70
6,6,4,White,1,1.0446,60
6,5,NA,White,7,0.7397,0
7,1,7,White,4,1.1852,60
7,NA,NA,Black,1,1.1764,0
6,3,6,NA,1,1.0055,90
1,1,2,NA,2,0.6373,15
NA,NA,4,NA,4,3.2734,10
7,5,6,White,2,1.2168,70
7,1,6,White,1,2.4569,85
4,4,4,NA,4,0.7193,85
6,2,6,White,1,0.5835,95
NA,7,NA,White,4,3.639,85
4,3,4,White,4,1.0066,6
NA,NA,4,White,7,0.7835,52
2,6,2,White,7,0.7259,2
NA,5,2,NA,7,0.8121,0
7,3,NA,NA,4,0.6582,3
7,2,NA,White,1,1.8149,100
7,1,7,White,1,0.8642,80
4,4,2,White,7,0.7514,30
7,4,6,White,1,0.8245,85
NA,3,2,NA,7,1.261,1
5,2,5,White,2,1.0368,85
NA,NA,NA,Black,4,0.8385,0
4,4,2,White,7,0.6462,0
3,5,3,White,7,0.6858,0
7,1,6,White,1,0.4967,41
3,3,6,NA,6,1.2653,70
1,7,NA,Black,4,1.3779,1
7,NA,NA,White,7,3.1208,0
7,5,6,White,1,1.0345,100
4,NA,NA,Black,5,0.9539,30
6,2,6,White,1,0.8864,70
3,4,2,NA,7,0.4637,1
4,4,3,White,6,0.599,60
4,5,1,White,7,0.4474,1
4,5,3,White,7,0.7397,30
5,NA,NA,White,5,1.0479,52
4,2,4,White,1,0.3404,60
4,4,NA,White,4,2.1984,40
2,7,2,White,7,0.4286,0
4,NA,3,Black,4,0.3694,15
7,4,4,White,1,0.9279,60
4,5,3,White,7,2.4581,0
2,5,2,NA,7,0.5555,0
NA,4,2,White,7,0.3031,50
NA,1,6,NA,1,2.8585,100
1,7,1,White,7,1.2181,0
1,7,2,White,7,3.6491,0
7,1,6,White,1,0.998,85
7,6,4,White,6,1.9345,41
7,1,4,White,2,1.6438,51
1,7,1,White,7,0.3692,1
7,2,6,White,4,1.2538,60
5,4,5,White,4,0.8397,70
7,1,NA,White,1,0.515,85
2,5,2,White,7,1.0019,0
4,4,NA,NA,4,1.3111,17
2,7,2,White,7,0.7397,0
1,6,2,NA,6,0.7506,0
4,5,NA,White,7,1.4311,0
6,3,5,White,6,1.153,85
2,5,3,White,7,0.8674,16
1,NA,NA,Black,4,0.8472,0
6,3,4,White,4,0.4939,30
NA,NA,2,White,7,0.4561,0
3,4,2,White,4,0.9326,2
3,5,4,White,4,0.9278,30
4,3,6,White,4,0.849,61
4,3,6,White,7,0.6697,41
3,6,6,NA,1,0.3617,100
2,4,2,White,7,0.9278,0
7,1,7,White,1,0.7661,100
6,NA,NA,NA,4,1.8066,60
4,3,6,White,1,2.994,85
6,2,6,NA,7,0.6927,70
6,2,NA,White,7,1.1126,1
1,7,2,White,7,0.4997,1
6,1,NA,White,4,0.4575,61
3,4,3,White,3,1.3207,1
5,1,6,White,1,0.8795,61
4,5,4,White,4,0.8731,50
6,6,3,NA,1,0.4503,0
NA,NA,4,NA,4,0.4447,0
6,4,6,NA,1,0.538,70
7,NA,NA,White,4,1.4939,60
6,2,6,White,1,0.7847,85
NA,NA,NA,NA,7,2.9564,60
3,3,3,NA,7,0.8521,35
7,NA,4,White,1,1.0571,71
3,5,3,White,6,1.5434,33
2,3,5,White,1,0.6254,41
7,4,NA,White,4,1.7992,0
7,4,6,NA,4,1.6289,85
5,3,6,White,3,1.4844,62
1,7,2,White,7,0.4329,0
6,NA,NA,Black,4,1.044,50
6,2,5,White,2,0.6513,85
4,1,5,NA,1,2.0849,85
6,3,5,White,1,2.0849,70
1,4,4,Black,7,0.9543,0
7,4,5,White,1,0.9037,70
4,6,2,NA,7,0.8767,0
3,6,2,White,7,1.4548,0
7,1,6,White,1,0.737,30
4,4,3,White,1,1.7975,50
3,7,NA,NA,6,1.0887,50
6,2,6,White,2,0.411,85
4,1,6,White,4,0.7598,70
4,5,3,White,7,0.8538,0
7,1,5,White,7,0.9508,30
1,7,2,NA,7,1.0667,0
1,7,1,White,7,1.1755,0
6,3,NA,NA,1,0.4178,85
1,7,6,Black,2,1.7326,-99
6,2,NA,White,6,0.9151,40
1,7,1,White,7,0.6697,0
3,5,2,White,7,0.6151,0
NA,3,NA,White,4,1.665,15
1,5,4,NA,6,0.5901,15
7,NA,NA,NA,1,2.0356,0
6,4,3,White,4,0.7397,15
5,3,5,White,2,0.4232,30
NA,4,NA,White,6,0.9577,1
2,5,2,White,7,0.57,0
5,NA,NA,White,4,0.4881,75
7,NA,6,White,2,1.6476,93
NA,4,6,NA,4,1.1007,40
2,6,4,NA,7,1.0645,2
4,2,4,White,1,0.8626,70
2,6,2,White,7,1.5283,60
7,3,6,NA,4,0.5622,85
3,5,2,White,4,0.8664,5
7,1,NA,White,1,2.8707,97
NA,NA,NA,Black,7,0.3747,0
5,2,6,White,2,1.0751,86
6,5,3,White,7,1.0613,24
6,NA,5,White,6,1.4533,2
4,NA,NA,Black,7,1.934,15
6,1,NA,White,2,2.8646,82
3,6,4,White,7,2.489,0
6,2,7,White,1,1.1126,85
4,1,2,NA,7,3.5185,0
3,3,7,White,1,0.3899,85
4,1,1,White,4,0.9929,85
2,5,5,White,7,2.0377,60
NA,3,5,White,7,0.3976,31
5,5,NA,Black,1,1.0102,15
6,3,6,NA,1,1.2605,85
4,6,3,White,7,0.7183,0
1,7,3,White,4,0.6956,50
5,2,5,White,4,0.8112,40
NA,NA,NA,Black,4,0.9313,0
6,2,6,White,1,0.6254,90
4,6,2,White,7,0.418,0
5,4,3,White,7,0.738,0
7,1,6,White,1,0.3348,95
7,4,5,White,1,0.6254,60
4,4,3,White,7,0.8664,0
NA,NA,3,White,4,1.4851,2
7,1,NA,White,1,1.2792,100
2,6,1,White,7,1.7627,0
4,4,5,NA,7,1.6477,30
NA,NA,4,NA,7,1.4817,1
7,3,6,NA,1,0.8018,85
3,4,4,Black,2,1.428,0
5,6,NA,White,4,0.8767,60
4,4,3,NA,7,0.7994,0
6,3,4,White,7,0.4918,15
4,5,NA,NA,7,3.0115,0
5,4,3,White,6,0.8707,15
6,3,6,White,1,1.0539,85
1,7,5,Black,7,0.9292,0
3,4,NA,NA,4,1.4186,51
NA,4,4,White,2,0.438,0
4,6,4,White,7,0.8365,0
4,4,6,White,1,0.7093,98
6,1,6,White,1,0.408,85
7,1,7,White,1,1.3838,100
3,4,2,White,7,0.4649,0
6,2,6,White,6,0.2855,60
1,NA,NA,NA,7,0.8999,0
5,5,3,Black,7,0.5265,60
4,3,2,White,7,0.7847,0
3,7,2,White,7,0.7587,0
4,4,4,White,7,0.6476,17
6,2,6,White,4,0.6925,30
5,4,2,White,4,1.0542,0
4,4,4,White,6,0.6247,60
NA,NA,NA,NA,4,4.7157,15
4,3,5,NA,4,0.778,40
7,3,7,White,1,0.7947,100
4,3,5,White,6,0.4264,0
3,4,2,White,6,0.3581,2
7,2,6,White,2,0.7397,85
5,6,4,White,4,0.8056,50
7,3,6,NA,2,0.8227,85
4,7,4,White,1,0.8126,85
4,5,3,White,7,0.6587,6
NA,NA,NA,White,6,0.7438,90
2,6,3,White,7,0.8397,0
6,NA,6,White,1,0.7749,71
6,NA,NA,White,4,0.6799,50
7,7,6,White,1,2.1,100
7,1,6,White,1,1.9338,86
NA,NA,NA,NA,4,2.459,15
7,NA,6,White,1,0.7167,100
4,5,3,White,7,0.6834,15
7,7,4,White,1,0.8664,85
7,5,NA,White,1,1.5153,70
4,4,2,NA,7,0.8855,0
3,6,2,White,7,1.2864,0
7,1,6,White,1,0.9463,97
4,NA,4,White,1,1.5248,17
6,6,5,NA,7,1.9885,0
4,4,2,White,4,0.6409,1
2,5,2,White,7,0.8269,0
3,6,2,White,7,1.2991,0
4,4,3,White,7,0.685,0
7,1,4,White,4,0.6179,17
4,4,4,White,2,1.5098,70
NA,4,3,NA,7,4.0122,0
2,3,5,White,7,0.5788,2
5,3,4,White,2,3.1863,100
3,3,6,White,4,0.5589,61
NA,NA,2,White,4,0.4094,60
3,7,1,White,7,0.7494,5
3,3,6,White,7,1.2971,15
6,3,NA,White,1,1.2985,85
2,3,3,White,4,1.7182,30
NA,NA,NA,NA,NA,0.6925,-99
3,NA,3,White,7,0.9478,0
NA,1,3,Black,6,2.0231,0
1,5,4,White,6,0.4488,40
6,4,6,White,1,0.6486,85
NA,7,2,White,7,2.4414,2
7,3,2,White,7,0.4493,15
5,4,5,White,1,1.7799,70
4,NA,NA,NA,7,1.0178,15
1,6,4,NA,7,1.0213,0
3,6,3,White,7,0.3543,0
1,7,NA,Black,7,3.049,0
3,3,3,White,5,0.3768,31
6,6,7,White,4,0.4366,85
6,2,6,White,1,0.757,85
7,1,7,NA,1,0.8838,60
NA,5,4,White,4,1.3906,0
1,5,NA,NA,4,0.8604,0
