V161198,V161178,V161126,V161310x,V161196x,V160101,V161087
7,2,6,White,1,1.5213,70
6,2,5,White,4,0.777,30
5,2,4,White,7,0.5847,32
1,1,6,White,1,0.6583,85
1,6,2,White,7,0.9042,0
NA,NA,NA,NA,4,1.4083,0
6,1,6,White,2,1.0073,85
6,2,5,NA,7,2.0549,15
2,7,2,White,7,0.5855,0
NA,NA,NA,White,4,0.7514,0
7,3,NA,White,4,0.3697,15
5,5,2,White,6,0.7153,1
1,6,1,White,7,4.1087,0
3,6,4,NA,7,1.37,0
6,5,6,White,1,2.7022,0
NA,NA,NA,Black,4,0.6424,0
4,NA,4,White,2,0.6438,85
2,7,2,White,4,0.7952,0
6,2,6,White,1,0.2927,85
4,6,4,NA,7,0.8367,27
1,NA,3,NA,4,1.4094,50
NA,NA,NA,White,4,0.6115,30
3,6,2,NA,7,0.7356,2
NA,2,6,NA,1,4.0788,84
7,1,4,White,1,1.5474,61
4,4,2,NA,4,0.7235,3
2,5,2,White,7,1.4768,0
3,5,3,White,4,2.921,41
1,7,2,White,7,0.457,0
4,3,4,NA,7,1.2051,30
4,5,3,White,4,1.1344,40
2,5,3,White,1,0.5775,60
5,NA,NA,White,7,0.9579,0
5,4,3,White,7,0.4918,15
6,NA,4,White,1,0.4512,50
4,5,2,White,7,1.5043,0
1,6,4,NA,7,2.0722,0
6,2,5,White,4,0.4306,60
7,5,5,White,1,0.649,100
2,4,4,White,7,0.9294,0
1,4,NA,Black,4,0.9556,0
5,4,2,White,7,1.0308,0
NA,7,NA,Black,1,0.6983,85
4,6,5,White,6,0.6254,62
4,7,NA,White,4,1.6931,3
3,NA,NA,White,1,1.5904,70
4,5,2,White,7,0.7754,0
NA,4,NA,Black,4,0.5869,1
1,5,3,NA,7,0.7338,9
6,2,5,White,6,0.9146,5
3,5,4,White,6,0.6202,70
4,4,5,White,4,1.3907,60
3,5,5,White,4,0.7222,40
4,4,4,White,2,2.5785,0
4,2,5,White,3,1.4844,60
3,NA,3,White,7,1.5701,0
NA,6,6,White,4,0.775,60
6,2,NA,White,4,2.6247,80
6,3,2,Black,1,2.0611,0
4,5,4,Black,7,0.7811,0
4,2,3,White,7,0.3355,3
7,NA,4,White,1,0.8613,50
3,4,4,White,4,0.5783,0
6,3,6,White,7,0.4813,0
7,1,NA,White,2,1.6772,100
6,2,6,White,1,0.358,70
2,4,2,White,7,0.8377,0
7,3,5,White,1,0.4042,100
4,3,4,White,7,0.3899,1
6,4,5,White,1,0.6858,100
6,NA,NA,White,4,1.4686,16
7,3,5,White,4,0.8587,86
NA,NA,NA,Black,7,1.3709,15
7,6,2,White,3,0.7193,15
2,NA,NA,White,4,0.4319,15
6,5,3,White,7,1.3633,0
NA,NA,NA,NA,4,1.3909,0
7,1,6,White,2,1.0308,55
3,NA,2,Black,7,1.5842,1
6,NA,4,NA,4,0.8521,50
3,3,4,NA,4,1.1549,0
NA,NA,5,NA,4,1.3207,40
7,NA,4,White,3,1.9309,-99
6,2,3,White,6,0.9713,10
3,5,3,NA,7,1.2716,15
3,5,2,White,7,0.7364,0
3,3,5,White,7,1.0934,1
7,4,4,White,1,0.998,0
5,3,6,White,1,0.6647,70
6,3,6,White,2,0.7852,88
2,NA,2,White,7,3.0586,15
4,5,NA,NA,7,2.0947,5
3,5,NA,Black,5,0.9072,10
3,4,1,White,7,0.9921,15
6,1,6,White,1,0.9526,60
7,1,6,White,2,0.6898,70
4,6,3,White,7,2.3637,0
6,5,4,White,1,1.475,93
1,NA,NA,NA,4,1.0243,1
5,4,NA,White,7,1.0305,15
1,1,5,White,1,0.8107,100
7,NA,NA,White,4,0.6476,60
7,6,4,White,1,1.6053,100
NA,4,NA,NA,4,2.3252,0
NA,NA,NA,NA,NA,0.7272,-99
5,4,4,Black,4,2.8473,33
3,NA,NA,NA,4,0.7351,15
7,3,NA,White,4,0.3447,60
4,4,2,White,7,0.7222,0
5,3,3,White,4,0.6896,15
3,NA,6,White,2,0.6998,61
2,6,2,White,7,0.3537,15
4,4,4,White,1,0.506,-99
4,NA,NA,White,1,0.4306,51
4,3,NA,White,1,0.3798,60
7,6,7,White,4,0.4172,85
7,1,NA,NA,4,1.1105,0
6,3,6,White,4,0.4329,60
4,3,5,White,2,0.9037,89
5,7,3,White,6,1.3459,0
7,4,5,White,6,1.643,0
5,2,6,White,1,0.3376,75
4,5,3,White,7,0.3884,7
3,3,7,White,1,0.3637,85
7,5,4,White,4,1.5313,50
4,4,NA,White,4,0.4838,85
5,2,7,White,4,0.6387,85
NA,NA,NA,White,7,0.7902,0
NA,NA,NA,Black,NA,0.9433,0
4,7,NA,NA,1,0.9807,61
2,3,3,White,7,0.5212,0
4,NA,4,Black,4,0.499,0
7,1,7,White,6,0.6799,50
2,5,1,Black,7,0.6365,15
NA,4,7,White,1,1.3751,85
NA,NA,NA,NA,7,1.1102,0
2,6,1,White,7,0.6337,0
7,1,5,White,1,0.6956,70
4,5,5,White,1,0.6618,85
1,7,NA,NA,1,0.7844,15
7,2,5,White,2,0.4017,81
1,6,NA,Black,7,1.3727,0
3,6,4,White,6,0.9305,7
7,NA,NA,NA,1,0.6969,50
5,5,5,White,7,1.6731,15
5,NA,NA,Black,4,1.1481,1
7,3,4,White,7,0.6217,30
7,5,3,White,7,1.1958,15
3,4,4,White,6,0.8126,0
7,2,5,White,2,0.8832,61
4,4,4,NA,4,0.3777,15
7,1,7,White,1,0.7678,100
1,7,2,White,7,0.6129,0
6,6,2,Black,7,1.2753,0
4,4,NA,NA,4,0.6393,-99
6,4,3,White,4,1.2411,53
5,5,NA,White,4,0.3938,15
7,2,4,White,4,0.368,60
NA,NA,NA,White,4,0.6998,100
7,6,NA,White,1,1.2615,30
4,NA,NA,White,7,0.91,50
6,1,3,White,7,0.7441,0
6,1,6,White,1,0.661,-99
3,7,1,White,7,0.8795,0
6,3,4,White,2,1.912,62
3,4,3,White,4,2.1524,0
1,7,1,White,7,0.7204,0
3,3,NA,White,2,0.8159,50
3,4,4,Black,7,0.9285,30
3,5,4,Black,4,0.6947,0
7,3,4,White,7,0.8674,0
NA,3,3,White,7,0.7259,15
4,3,NA,White,2,1.2775,70
5,4,5,White,7,0.6925,0
6,3,6,White,2,1.6548,71
3,5,3,White,7,0.6115,0
4,NA,3,White,7,0.7508,0
4,7,2,Black,7,0.963,0
4,4,4,White,4,0.6324,30
5,NA,3,White,6,0.7091,75
6,4,4,White,4,0.9361,60
7,3,6,White,4,0.8221,84
1,6,2,White,7,2.1552,0
2,6,4,NA,7,0.7917,0
4,4,4,White,7,0.6238,15
7,2,6,White,1,0.3583,85
6,4,6,White,4,1.5587,86
NA,4,2,White,5,0.4435,0
5,3,2,White,7,0.7438,0
7,NA,6,White,2,0.3617,85
5,3,7,White,1,1.322,100
7,2,6,White,4,0.3084,100
1,4,NA,NA,6,0.7544,0
NA,NA,NA,White,7,1.5279,1
4,4,2,White,7,0.6603,2
4,6,4,NA,6,3.5328,0
NA,NA,2,NA,4,0.2523,30
NA,NA,3,White,7,0.698,1
7,NA,4,White,2,1.2932,61
2,6,2,White,7,0.9652,0
1,NA,2,White,7,3.9214,0
7,1,6,White,1,1.0851,96
1,7,1,White,7,1.0088,0
6,5,2,White,7,0.3515,2
3,5,3,NA,7,0.8625,0
3,5,2,NA,2,1.6367,0
2,5,3,White,7,0.6238,0
6,2,3,White,2,1.4957,40
NA,4,NA,NA,7,0.472,30
3,6,2,White,7,0.3733,15
5,3,6,White,4,1.1868,50
7,4,7,White,1,0.4389,70
6,5,7,White,1,0.9335,86
NA,NA,NA,NA,4,2.4107,50
NA,5,2,NA,4,1.3215,15
5,3,5,White,1,0.6195,85
4,5,5,White,4,0.766,30
3,7,2,White,7,1.0613,0
4,4,3,White,6,0.6217,61
NA,4,3,White,7,0.8795,0
7,2,6,White,3,0.707,75
7,5,1,White,1,0.4764,80
4,3,6,White,4,0.7422,60
3,5,NA,White,7,0.7973,25
4,5,4,White,7,0.6872,0
NA,4,NA,White,1,1.5319,15
3,6,4,NA,4,0.2548,30
5,5,2,White,7,0.4389,0
3,NA,NA,Black,4,1.1213,1
3,NA,4,White,4,0.3959,40
3,5,3,White,7,0.6858,15
7,2,5,White,1,1.9056,65
NA,4,6,White,3,0.6828,86
4,4,NA,White,6,0.8586,15
4,1,4,White,4,0.8184,40
5,4,5,White,4,0.3081,85
1,5,3,Black,7,1.1216,0
NA,NA,NA,Black,4,0.7738,0
4,5,NA,NA,4,0.5666,2
5,2,4,White,3,0.353,0
4,4,4,White,6,1.2519,0
6,3,5,White,2,1.949,60
7,1,5,White,2,0.6842,85
2,NA,NA,Black,4,2.8302,0
2,4,NA,White,7,0.3938,0
NA,3,2,White,7,0.8756,0
5,5,4,White,4,0.8944,60
NA,NA,4,NA,6,1.21,60
6,3,4,White,1,0.7459,60
NA,2,6,White,2,0.3618,85
6,3,6,White,4,0.7411,56
6,1,5,White,2,0.6842,55
6,4,4,White,5,0.4403,80
2,5,3,Black,7,1.3019,16
6,1,5,White,4,2.1918,0
4,6,4,NA,7,1.1173,2
6,3,5,White,2,0.7424,60
4,5,5,White,7,0.4599,1
1,6,2,White,7,0.426,0
3,NA,2,White,7,0.3777,20
3,4,4,White,4,0.4064,0
5,2,4,White,4,0.824,30
4,5,4,White,3,1.6832,15
6,2,4,White,4,0.8592,60
1,5,NA,White,1,1.7816,100
7,4,6,White,7,1.366,0
6,5,5,White,2,0.4419,60
5,2,6,White,4,0.5826,50
1,7,1,White,7,0.8856,0
7,2,4,NA,7,0.4355,0
4,4,4,White,4,0.8925,1
4,NA,4,NA,7,0.7791,2
5,5,NA,NA,4,2.8549,0
2,6,3,NA,7,1.0455,0
3,4,3,White,7,1.1287,0
1,6,2,Black,7,1.5662,0
6,2,5,NA,1,0.8615,70
4,2,6,White,2,1.0613,70
4,4,4,Black,4,0.9969,51
5,1,NA,White,4,0.6992,43
NA,4,4,White,6,1.8066,0
6,3,5,White,6,0.3789,32
1,7,4,Black,6,0.3703,0
3,3,4,White,2,0.4018,30
3,3,3,White,7,1.3856,15
NA,4,NA,White,1,1.3139,51
3,4,4,White,7,1.5318,1
7,5,NA,White,6,0.9019,70
4,3,NA,Black,6,0.7698,51
NA,NA,NA,White,4,0.7915,85
2,5,2,NA,7,2.0909,0
4,4,3,White,7,0.8812,16
4,4,4,NA,4,1.7662,15
3,7,2,White,7,1.116,0
4,3,NA,White,4,1.024,0
NA,NA,NA,Black,6,2.1531,1
5,4,NA,White,4,1.1053,85
4,4,4,NA,5,1.5974,40
4,4,4,White,7,0.8669,30
1,7,2,White,7,1.3432,0
NA,5,4,White,4,1.6514,60
NA,1,7,NA,1,1.0266,77
2,6,3,White,7,0.7602,0
3,4,3,White,7,0.8742,0
6,4,5,White,4,0.7508,15
5,4,2,Black,7,1.3727,1
5,5,4,Black,4,0.9486,30
3,1,5,White,1,1.3773,100
NA,5,2,NA,4,1.9335,0
4,4,4,White,4,0.4758,40
7,4,5,White,4,0.4029,0
NA,NA,NA,White,4,0.7388,16
7,3,NA,White,6,0.9014,70
6,2,6,NA,2,0.6318,100
7,4,4,White,4,1.6514,70
3,1,6,White,1,0.7057,100
6,5,3,White,4,0.3786,70
4,1,2,White,7,0.3726,15
4,5,6,White,1,1.7147,NA
6,4,4,White,4,1.0212,15
7,1,2,Black,5,1.0111,-99
1,5,1,NA,7,0.8574,1
6,4,4,White,2,0.4403,0
7,NA,NA,White,1,0.8592,95
4,NA,NA,Black,7,2.0231,16
7,1,4,White,1,0.3823,60
4,NA,7,NA,2,1.3913,70
7,3,7,White,4,0.633,85
4,4,4,White,6,0.3724,60
7,3,6,White,4,0.8535,70
3,7,4,Black,2,0.5244,0
1,NA,1,White,7,0.9555,15
7,3,4,White,1,1.607,85
7,5,7,White,1,0.3537,90
NA,NA,NA,White,4,1.486,0
7,NA,6,White,1,1.3104,40
6,3,5,White,2,0.7424,72
1,7,2,NA,7,0.7853,2
6,4,6,White,2,0.7077,90
5,3,5,White,2,1.0139,0
6,4,3,White,2,2.641,1
4,2,5,NA,1,1.8373,100
1,7,1,Black,7,0.5513,1
4,4,4,Black,2,0.8583,15
7,4,NA,White,2,0.998,70
NA,NA,3,White,4,2.0251,0
4,3,2,White,7,0.8402,0
NA,3,4,White,4,0.7438,70
1,4,NA,Black,4,1.0892,1
4,3,4,NA,1,0.8924,15
5,4,5,NA,7,1.0521,2
1,3,3,NA,4,2.3843,0
4,4,NA,White,5,0.9576,50
3,6,4,Black,7,1.2121,50
5,6,3,NA,7,1.6796,9
4,2,6,White,2,0.3308,85
5,4,4,NA,2,0.5443,60
3,5,2,NA,4,0.9704,5
6,3,4,White,6,0.9012,30
1,NA,3,NA,7,2.6578,0
6,NA,4,White,6,0.7855,15
7,4,NA,White,7,1.8419,0
6,1,6,White,5,1.4923,60
5,5,3,White,4,0.4227,15
2,3,5,NA,6,1.602,0
2,6,1,White,7,1.5352,0
5,1,NA,NA,1,0.4575,70
1,1,6,White,7,1.0477,30
6,2,7,White,2,1.1359,60
4,3,5,White,4,1.0139,51
1,6,2,White,4,1.2887,1
4,NA,2,White,7,0.4545,0
2,NA,4,NA,7,0.6518,0
4,3,4,White,6,1.4228,1
7,1,3,White,3,0.5204,60
3,5,3,NA,7,1.0009,0
1,6,2,White,7,0.3518,1
4,NA,NA,White,4,0.8812,60
NA,1,NA,White,1,0.69,85
7,7,4,White,4,0.8413,85
NA,NA,5,White,4,2.3176,50
7,1,4,White,3,0.7852,85
6,2,7,White,1,0.9713,60
2,6,1,White,7,0.7724,0
4,3,4,White,4,2.0089,15
3,NA,7,Black,6,1.812,32
6,NA,7,White,1,0.6217,85
4,4,3,NA,4,0.5164,0
1,5,4,NA,6,0.3207,15
6,3,6,White,6,0.6845,60
5,4,4,White,6,0.8592,30
7,5,5,White,2,0.8592,60
6,NA,7,White,4,0.423,70
1,4,NA,NA,7,0.5297,0
6,4,NA,White,6,0.8402,0
2,NA,NA,Black,7,0.6064,3
6,3,6,White,2,2.3807,85
7,1,6,White,2,1.0571,70
6,3,4,White,4,0.861,50
1,7,3,Black,4,0.365,0
4,2,5,White,1,0.3971,43
NA,2,5,White,2,0.8071,59
4,4,6,White,7,1.4835,2
4,4,6,White,1,0.8059,16
4,4,4,White,2,1.3788,100
NA,NA,NA,White,6,1.7986,0
6,3,6,White,1,0.9713,85
7,1,5,White,1,0.4006,61
4,5,4,Black,2,0.3953,0
5,NA,5,Black,7,0.5522,0
5,NA,6,White,1,0.6254,60
7,1,NA,White,1,1.5324,85
NA,NA,NA,White,4,1.5287,30
2,5,5,White,4,0.6697,4
1,5,NA,Black,1,0.8699,0
3,4,2,White,4,0.9209,0
NA,NA,1,Black,1,0.7575,0
7,1,7,White,1,1.2263,100
5,5,2,NA,1,1.3896,15
7,6,NA,White,2,0.7681,60
4,4,5,White,5,0.7749,40
5,6,NA,NA,3,0.678,61
4,3,5,White,1,0.7749,93
1,5,1,NA,7,0.7424,0
4,7,NA,White,7,2.1028,0
4,6,2,White,4,3.3645,-99
1,7,1,White,7,0.6858,1
6,2,4,White,7,0.6845,31
6,1,6,White,1,0.5241,70
6,3,5,White,3,0.3724,60
7,5,4,NA,4,0.7104,0
5,4,4,NA,1,0.4638,34
NA,7,3,White,7,1.4475,0
NA,NA,5,White,7,0.3959,30
3,5,NA,White,7,0.3874,0
NA,1,NA,NA,6,0.7072,15
6,5,4,White,4,1.5528,30
2,7,4,NA,4,0.4668,30
7,NA,7,White,4,0.7183,86
7,1,4,White,6,0.9914,40
6,5,5,NA,7,0.748,42
6,5,6,White,2,0.6582,70
5,NA,5,White,1,1.0571,62
NA,3,NA,White,3,0.7961,46
3,3,6,NA,4,0.4628,0
6,5,NA,NA,7,0.7931,0
6,4,4,White,4,0.8112,90
NA,2,5,White,7,0.7548,17
7,2,6,White,1,0.413,60
NA,4,4,NA,6,0.5443,50
NA,NA,NA,White,2,1.2985,70
7,2,NA,White,2,1.9894,85
2,NA,3,NA,5,3.1791,29
4,5,5,White,7,0.8614,0
7,6,6,NA,7,1.9298,0
6,3,6,White,4,0.8277,60
7,2,6,White,1,0.4646,NA
1,7,NA,Black,4,1.077,0
7,1,6,White,1,0.6012,85
6,2,NA,NA,4,0.8871,82
2,5,4,White,7,0.6254,16
7,7,5,NA,7,1.0889,1
7,2,4,White,7,0.5921,0
4,4,NA,White,6,1.543,40
3,NA,NA,NA,7,0.9758,15
1,5,NA,Black,6,4.3232,2
6,NA,4,White,4,0.9105,60
7,5,4,White,2,1.5645,69
5,4,4,White,6,0.3462,40
4,4,4,White,7,0.6436,17
4,5,2,White,4,0.8426,0
4,6,2,White,7,0.7275,0
5,4,NA,NA,4,1.5237,0
3,3,5,White,6,0.413,60
2,7,2,White,7,1.0613,0
3,NA,NA,White,4,0.4235,15
6,2,6,NA,2,0.6925,40
6,4,5,White,1,2.997,100
7,4,5,White,4,0.7724,85
NA,5,3,NA,6,2.1552,26
NA,4,NA,Black,4,1.5585,0
2,3,2,Black,7,1.2819,0
3,7,2,White,7,0.6334,15
NA,NA,6,White,4,0.4157,15
7,2,4,White,4,0.6823,70
4,NA,NA,White,2,1.0019,69
4,3,6,White,1,0.6324,85
6,1,5,White,2,0.7438,70
4,7,NA,NA,4,1.486,0
2,7,2,White,7,0.7153,0
2,5,2,White,7,0.806,0
5,2,5,White,2,0.6697,75
2,6,NA,White,4,0.8221,60
7,3,4,NA,7,0.4591,0
NA,NA,NA,White,4,0.3777,-99
NA,NA,NA,White,6,0.8813,31
6,2,NA,White,1,1.2517,100
2,5,NA,White,4,1.9265,60
NA,NA,4,White,5,0.824,NA
7,1,7,White,1,0.7749,60
6,3,5,White,1,0.7875,78
3,4,4,White,4,0.7947,40
7,2,4,White,1,0.9579,32
3,5,2,White,7,0.6115,0
4,2,6,White,7,0.7938,3
1,NA,NA,Black,7,0.5306,0
7,NA,6,White,1,0.4646,100
NA,NA,1,White,7,1.4488,0
3,4,2,White,7,0.6013,0
4,5,2,White,5,0.8019,0
5,2,NA,White,6,0.6083,60
7,2,6,White,1,2.685,100
6,4,NA,White,7,1.7828,60
2,5,3,White,7,0.3695,0
4,5,2,White,4,1.5196,-99
2,2,3,White,7,0.7852,5
3,6,NA,White,6,3.0933,40
6,2,6,White,2,0.7259,20
6,2,6,White,1,1.366,85
4,4,3,White,7,0.8767,1
2,5,2,NA,7,0.9158,0
4,NA,NA,NA,4,0.4682,0
4,4,4,White,7,0.6516,0
NA,4,NA,White,4,0.4304,85
4,1,5,White,4,3.8276,25
2,7,1,White,7,0.4357,0
5,3,4,White,2,1.0541,15
1,7,2,NA,7,0.3875,0
7,2,6,White,1,1.5637,80
3,4,4,White,2,1.4515,56
5,6,NA,NA,1,1.8038,-99
6,2,6,White,2,1.6819,65
1,NA,NA,Black,7,1.6056,1
5,4,5,White,7,0.8528,40
2,1,NA,White,2,0.3492,75
1,NA,6,White,7,1.0158,0
NA,NA,NA,White,4,0.7633,30
3,NA,4,White,7,1.0413,0
4,5,4,White,2,0.6083,31
4,2,NA,White,7,0.4358,40
7,5,3,White,7,1.7273,0
1,4,2,Black,7,1.521,0
1,7,2,White,7,0.861,0
NA,4,5,Black,6,0.8806,0
4,3,3,White,7,0.9126,0
NA,4,5,NA,4,0.3724,42
7,3,5,White,3,0.8813,28
3,3,4,White,4,0.649,60
2,6,4,NA,7,1.6006,5
7,5,6,White,2,1.8554,70
5,4,NA,White,2,1.1714,70
4,4,4,White,4,1.4348,30
3,2,4,White,4,0.3524,95
3,5,1,White,7,0.9429,0
2,4,1,White,7,0.4213,0
4,NA,4,White,2,0.3102,70
4,2,4,White,6,0.2647,0
4,5,2,Black,4,0.3747,0
4,5,4,White,7,0.6013,0
5,2,4,White,1,0.8221,100
6,5,5,White,1,0.9279,85
7,NA,NA,White,1,1.6476,NA
2,6,NA,White,3,0.8733,15
1,5,1,White,7,1.2226,0
1,4,2,White,7,0.3959,0
4,2,5,NA,1,0.7754,70
2,2,5,White,1,0.47,50
4,3,6,White,7,0.6256,20
6,2,6,White,2,0.8001,70
7,1,6,White,1,0.4764,85
5,5,NA,Black,4,2.7101,50
NA,4,NA,White,1,1.3185,100
NA,NA,NA,White,7,0.9864,50
6,2,NA,White,1,1.1378,70
1,5,NA,NA,7,1.1764,1
7,NA,NA,White,1,3.4773,100
2,6,2,White,7,0.8395,0
5,3,6,White,1,1.6423,71
6,5,NA,NA,7,0.5427,40
6,5,4,White,2,0.3679,70
7,NA,4,NA,1,0.689,100
2,5,NA,NA,4,2.0377,70
7,6,4,NA,4,1.3313,22
1,5,2,White,6,2.0056,0
3,4,4,Black,6,0.7883,0
NA,NA,NA,White,4,0.4939,30
4,2,5,White,1,1.8138,70
5,4,5,Black,7,0.7805,40
4,1,6,White,1,1.0139,61
4,4,4,White,1,1.2106,100
6,5,3,White,1,0.831,0
7,5,6,White,1,1.1925,71
6,4,NA,NA,2,0.4389,70
NA,6,NA,NA,6,0.8701,0
NA,6,4,White,4,0.6697,30
7,2,6,White,1,0.6756,85
4,5,NA,NA,7,0.9178,0
1,NA,NA,Black,7,1.4292,0
4,4,4,White,7,0.8674,0
2,7,4,NA,7,0.9311,-99
4,5,NA,NA,7,0.5667,0
4,3,3,White,7,0.467,2
6,1,6,Black,4,0.4423,1
6,4,NA,White,2,2.3637,70
6,1,6,White,1,0.6115,90
6,1,7,NA,1,0.8453,100
1,2,5,NA,7,0.4614,2
NA,NA,NA,White,1,1.4237,60
2,3,2,White,7,0.4157,0
2,5,2,White,7,0.7542,0
4,1,5,NA,1,0.538,70
7,NA,NA,White,2,0.9037,96
4,3,5,NA,7,0.3425,30
3,5,4,Black,2,1.1311,0
7,2,6,White,3,0.7855,86
6,NA,6,White,2,0.4373,100
6,1,5,White,4,1.4141,61
NA,NA,4,White,4,1.2752,1
NA,5,4,White,4,0.6022,84
4,5,2,Black,7,1.1393,0
7,NA,4,White,4,0.3938,59
7,1,7,White,1,0.3425,85
4,2,2,White,7,1.8545,0
1,7,6,NA,4,0.7335,0
4,NA,5,White,5,0.439,40
1,7,2,NA,7,0.3771,0
6,1,7,White,2,0.9864,30
2,5,2,White,7,0.9164,2
1,5,5,Black,1,0.5004,60
6,2,5,White,4,0.8592,60
3,4,4,White,7,0.6151,0
NA,4,4,White,7,0.8742,0
4,3,6,White,1,1.5474,100
7,2,NA,White,4,1.5067,70
3,6,2,White,7,0.8438,0
4,5,4,NA,4,0.5178,85
4,4,6,White,7,0.9151,0
4,3,5,White,7,0.8567,15
5,7,3,White,7,0.4855,0
7,4,4,White,3,0.612,61
6,5,NA,White,7,1.1584,15
7,1,5,White,1,1.0934,85
4,NA,4,White,2,0.742,1
7,6,4,White,7,0.437,60
3,2,5,White,7,0.8674,0
1,1,4,White,7,0.6013,0
2,6,3,Black,7,0.4729,0
4,4,5,White,1,0.5992,61
7,1,6,White,1,0.7365,100
4,4,5,White,7,1.7271,15
7,7,NA,White,1,0.9027,2
5,4,3,White,7,0.3947,0
7,1,NA,White,1,0.6842,100
2,4,NA,White,6,1.5243,17
4,4,5,White,7,0.433,64
7,6,4,White,1,1.6835,100
7,4,6,White,1,0.9151,60
7,2,5,White,2,0.7153,70
4,5,3,White,4,2.5307,53
7,2,6,White,1,0.9487,90
7,1,NA,NA,1,0.5443,60
4,5,4,NA,7,0.6348,43
NA,NA,NA,White,1,2.0131,30
5,4,NA,White,4,0.4435,1
1,NA,NA,Black,2,1.2067,4
6,1,6,White,4,2.0381,62
5,2,6,White,1,0.5062,100
4,3,3,NA,6,0.3652,15
2,4,2,Black,7,1.5562,0
2,4,2,NA,7,2.3186,0
6,3,6,White,2,0.6925,60
1,7,4,NA,6,1.4461,0
NA,2,NA,NA,4,1.2605,0
4,3,4,White,4,0.7398,57
4,2,2,White,7,0.5031,1
NA,3,5,White,7,0.9334,40
1,7,1,White,7,0.8086,0
6,3,4,White,4,1.3575,85
7,2,5,White,4,0.3465,40
4,4,4,White,7,0.6012,0
7,1,4,NA,4,0.7364,60
4,5,NA,White,4,3.2894,0
2,1,3,NA,7,0.3747,6
NA,2,5,White,7,0.6115,60
3,5,1,White,7,0.4232,20
5,3,4,White,4,0.6519,60
2,7,5,White,2,1.5473,0
NA,4,4,White,4,0.9217,1
2,6,2,White,7,0.3545,0
4,2,4,White,7,0.9458,50
1,4,2,White,7,3.0414,0
2,1,7,White,1,0.738,100
NA,4,4,White,6,1.294,60
4,4,3,White,7,1.2305,0
7,1,6,White,1,0.8102,70
7,2,4,NA,4,1.5999,60
4,3,4,White,4,0.3519,0
7,1,6,White,4,0.9713,50
4,3,5,NA,7,0.5748,15
6,NA,NA,White,7,1.6701,1
2,6,5,NA,7,0.4551,3
6,2,6,White,1,0.8491,100
6,3,6,White,2,0.3914,71
7,1,6,NA,4,0.4225,100
2,6,4,Black,6,0.6407,16
5,3,NA,White,4,0.3724,60
5,7,4,White,2,0.3223,70
6,5,NA,White,4,0.4128,0
5,5,2,White,7,0.3078,0
4,4,NA,NA,7,0.5879,25
2,4,4,Black,6,0.5057,0
1,5,NA,Black,4,1.3582,0
5,4,7,NA,2,0.6422,70
3,2,2,White,5,0.806,1
2,5,5,White,4,2.5101,85
7,4,6,White,1,0.8959,62
NA,NA,5,White,4,0.6083,30
5,NA,NA,White,4,0.8914,0
4,6,2,White,4,0.3596,30
2,7,1,White,7,0.4064,2
2,4,4,Black,4,2.2449,16
7,1,7,White,1,1.0613,95
3,4,4,White,7,0.48,0
2,4,4,NA,7,1.1083,0
6,2,5,White,2,0.7979,82
1,7,1,White,7,0.8795,1
2,NA,NA,Black,4,0.4956,15
5,4,NA,NA,7,0.5928,70
7,1,6,NA,2,0.5788,85
7,5,6,White,1,1.2371,100
NA,4,2,White,7,0.6256,8
1,7,4,Black,7,0.4475,15
4,5,4,White,7,0.6324,0
6,1,6,White,1,0.7424,85
1,3,NA,NA,7,0.6144,0
4,NA,NA,Black,2,2.9322,50
4,NA,NA,NA,1,1.4055,15
4,2,4,White,2,0.494,85
5,6,NA,White,4,0.4696,70
7,1,6,White,1,0.6973,100
7,3,6,NA,2,0.8592,0
2,6,2,NA,7,0.4403,0
4,7,2,Black,1,1.3015,70
1,NA,1,White,7,2.4443,0
7,4,7,White,1,1.2732,100
7,1,6,White,6,0.7985,98
4,5,2,White,7,0.425,0
3,7,4,NA,4,1.5696,6
4,4,4,White,3,0.7397,30
3,5,4,White,7,0.8859,0
2,6,6,White,1,0.9299,85
3,6,2,NA,7,0.9004,1
1,3,NA,Black,7,1.086,3
1,5,2,NA,7,1.5687,0
3,7,1,NA,7,0.7136,1
2,5,2,White,4,0.7678,0
6,2,4,White,1,0.7606,85
3,4,2,White,7,1.0571,2
NA,4,NA,NA,4,4.3773,0
5,2,5,NA,6,0.4444,20
5,2,NA,White,2,1.5449,69
5,6,3,White,2,0.3665,30
7,2,NA,White,5,0.3102,40
7,3,6,White,1,0.8071,100
4,3,4,NA,4,0.6832,31
4,4,NA,White,2,1.2589,85
4,1,6,White,1,0.6324,85
1,6,4,Black,7,0.4462,0
NA,3,6,NA,4,1.738,31
6,2,4,White,4,0.354,41
7,2,4,White,4,0.73740000000000006,61
7,3,6,White,1,1.7575,85
3,4,5,NA,2,0.7137,85
4,4,4,White,1,2.1612,0
7,7,NA,White,2,0.8396,85
6,3,6,White,4,0.413,50
6,2,5,White,1,0.4881,85
NA,NA,NA,White,4,1.1065,70
1,7,NA,NA,7,1.6036,0
5,4,5,White,1,0.8221,0
3,4,4,White,7,0.3782,0
1,5,2,Black,7,0.586,2
4,4,NA,White,4,0.3246,60
4,1,6,Black,1,0.7581,70
4,6,NA,White,4,1.5271,60
3,5,3,White,7,0.4985,21
4,NA,4,White,6,0.8344,1
7,4,6,White,2,0.6254,100
4,7,NA,White,4,0.7769,0
