"","V160001","V160101","V160101f","V160101w","V160102","V160102f","V160102w","V160501","V161002","V161003","V161004","V161005","V161006","V161027","V161030","V161031","V161080x","V161082x","V161083x","V161084x","V161085x","V161086","V161087","V161088","V161089","V161090","V161091","V161092","V161093","V161094","V161095","V161096","V161112","V161114x","V161127","V161140x","V161141x","V161142x","V161158x","V161159","V161160","V161161","V161162","V161163","V161164","V161165","V161166","V161167","V161168","V161169","V161170","V161178","V161181","V161184","V161187","V161189","V161192","V161194x","V161195x","V161196x","V161197","V161198","V161201","V161204x","V161213x","V161214x","V161225x","V161226x","V161227x","V161228x","V161229x","V161231","V161232","V161233x","V161234","V161235x","V161241","V161242","V161243","V161265x","V161267","V161267x","V161268","V161270","V161275x","V161308x","V161309","V161310a","V161310b","V161310c","V161310d","V161310e","V161310f","V161310x","V161324","V161331x","V161430","V162034a","V162035","V162036a","V162045x","V162058x","V162059x","V162060x","V162061x","V162062x","V162094","V162095","V162096","V162101","V162106","V162107","V162108","V162110","V162113","V162176x","V162230x","V162231x","V162238x","V162255x","V162298","V162310","V162311","V162312","V162313","V162314","V162345","V162346","V162347","V162348","V162349","V162350","V162351","V162352","V162353","V162354","V162355","V162356","V162357","V162358","V162359","V162360","V162361","V162362","V162363","V162364","V162365","V162366","V162367"
"2735",NA,0.5204,0,0.5083,0.4687,0,0.4535,2,NA,1,1,1,1,NA,1,2,4,2,1,2,3,40,60,50,50,50,50,60,70,50,70,40,1,4,NA,3,3,3,2,5,4,3,5,4,4,3,5,3,2,3,5,1,2,4,2,6,3,1,4,3,2,7,4,6,6,7,4,4,1,2,3,2,2,2,2,1,1,2,2,NA,58,9,6,10,50,NA,2,1,0,0,0,0,0,1,0,15,NA,2,2,NA,11,11,11,11,NA,2,"85","40","40","60","60","70","40","70","15","4","2","5","5","10","1","60","60","40","0","50","2","6","3","1","3","7","5","1","5","2","5","2","2","2","2","2","3","2","2","2","3","3","5"
"2736",NA,1.0009,0,0.978,0.9768,0,0.9593,2,NA,2,1,1,5,NA,1,1,3,2,2,2,3,90,0,75,60,90,5,85,75,75,65,40,1,6,NA,3,3,2,3,2,2,2,2,3,4,5,5,5,3,2,5,5,4,2,1,3,3,4,5,7,2,3,3,4,4,4,4,1,5,5,1,1,4,3,3,2,1,1,2,NA,38,5,4,10,70,NA,1,1,0,1,0,0,0,5,7,10,NA,1,1,NA,11,10,10,10,NA,1,"80","35","90","10","95","55","95","80","80","3","4","2","1","6","2","80","85","80","80","75","4","4","3","3","5","4","3","3","4","5","4","4","5","5","3","1","4","3","1","5","2","4","4"
"2737",NA,0.3518,0,0.344,0.3493,0,0.3404,2,NA,2,1,1,1,NA,1,1,4,1,1,1,2,70,1,2,0,86,1,99,61,50,85,0,1,2,NA,3,3,2,1,2,2,1,3,2,5,5,5,5,3,2,5,6,2,1,1,2,4,7,6,7,2,1,1,1,7,1,1,1,5,6,1,1,4,4,3,1,2,NA,3,NA,71,12,1,14,51,NA,2,1,0,0,0,0,0,1,0,17,0,1,1,NA,31,10,10,10,10,1,"70","0","100","8","100","85","97","85","90","2","4","1","1","10","2","100","100","100","100","100","3","3","3","2","4","4","4","4","4","4","3","3","5","5","2","1","5","4","1","5","2","5","5"
"2738",NA,0.8812,0,0.8613,0.8422,0,0.8063,2,NA,5,3,2,NA,NA,NA,NA,4,1,1,1,1,NA,60,NA,60,70,85,70,NA,60,60,50,1,4,1,1,1,2,1,2,2,2,2,2,3,2,3,3,1,4,5,NA,5,5,3,5,1,6,1,4,4,4,5,4,4,4,6,4,1,5,1,1,3,1,2,3,1,1,1,NA,57,9,1,10,10,NA,2,1,0,0,0,0,0,1,0,18,0,NA,NA,NA,11,30,NA,NA,NA,NA,"57","64","50","58","59","48","57","60","58","4","4","2","4","9","2","54","61","66","64","71","4","4","4","4","5","4","4","4","4","4","6","4","4","4","4","1","4","3","1","4","2","4","5"
"2739",NA,0.69,0,0.673,0.7059,0,0.7023,2,NA,3,2,1,2,NA,1,2,2,4,4,4,4,0,85,50,50,50,50,NA,0,50,0,100,1,7,3,4,3,3,1,5,5,5,5,5,1,1,1,1,1,5,1,1,4,NA,3,99,1,4,1,1,1,NA,NA,4,6,6,4,2,5,1,1,2,2,1,2,4,1,1,1,NA,63,10,1,10,60,NA,2,1,0,0,0,0,0,1,0,40,NA,2,1,NA,11,11,11,11,NA,2,"100",".",".","0","0",".",".","100","50","6","4","4","5","3","2","50","50","50","0","50","3","5","3","3","3","4","3","3","7","3","7","3","2","2","1","1","2","1","1","5","1","2","4"
"2740",NA,0.8413,0,0.8195,0.8466,0,0.8402,2,NA,4,1,2,NA,NA,1,2,4,4,4,4,2,0,85,0,15,0,15,0,60,0,15,15,1,1,3,5,3,2,4,5,5,4,5,3,1,3,2,4,2,4,3,7,5,1,3,1,3,2,4,4,1,7,1,4,4,7,4,4,1,1,2,3,2,1,2,5,1,2,1,NA,29,3,6,9,60,NA,2,1,0,0,0,0,0,1,1,7,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,"85","50","50","50","30","85","85","0","85","4","1","1","4","1","1","50","85","85","70","85","2","3","3","2","3","3","3","3","5","3","5","3","3","4","2","3","4","4","1","4","3","4","4"
"2741",NA,2.3176,0,2.2617,2.6103,0,2.6503,2,NA,4,3,2,NA,NA,NA,NA,2,2,2,2,3,50,50,0,NA,50,50,60,60,0,60,50,1,4,NA,3,3,3,3,4,4,4,3,4,2,4,4,3,4,3,4,NA,NA,5,1,99,3,4,5,4,3,NA,5,4,4,4,4,2,3,3,1,2,2,2,2,2,1,2,2,NA,73,12,1,9,50,NA,2,1,0,0,0,0,0,1,1,32,NA,NA,NA,NA,10,NA,NA,30,NA,NA,"100","50","50","60","60","70","60","85","60","4","1","4","4","8","2","50","50","50","30","50","2","2","2","2","2","2","2","2","2","2","3","2","2","2","1","1","2","2","1","3","1","3","5"
"2742",NA,0.7852,0,0.7677,0.7201,0,0.6953,2,NA,3,2,2,NA,NA,1,2,3,4,4,4,2,16,85,NA,NA,17,69,32,16,NA,31,86,2,4,3,3,2,2,2,4,5,3,5,3,3,2,4,3,2,3,3,1,3,4,1,3,2,6,4,3,1,7,2,4,2,7,4,1,6,2,3,2,2,1,2,3,1,2,2,NA,25,3,6,12,17,NA,2,1,0,0,0,0,0,1,2,2,NA,2,2,NA,11,11,10,11,NA,2,"97",".","50","15","50","100","50","85","15","4","4","7","1","5","2","30","50","60","15","85","2","5","4","3","3","5","4","4","5","2","6","3","2","2","3","5","2","4","3","1","3","2","5"
"2743",NA,0.9713,0,0.9495,0,0,0,2,NA,1,1,1,2,NA,1,2,4,4,4,3,3,40,60,40,0,40,60,30,40,50,40,60,1,6,NA,3,3,3,7,3,4,3,4,3,2,4,4,4,1,2,3,2,6,4,1,4,1,2,4,1,1,6,6,4,4,7,4,2,3,5,3,2,3,2,2,2,2,NA,3,NA,58,9,1,14,10,NA,2,1,0,0,0,0,0,1,0,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2744",NA,0.7724,0,0.7462,0.8172,0,0.8135,2,NA,2,1,1,1,1,NA,NA,4,1,1,2,1,90,0,40,50,90,15,100,70,NA,85,30,1,4,NA,3,3,2,7,2,2,1,2,2,5,5,5,5,2,1,5,6,2,1,1,2,3,4,6,7,2,2,1,2,7,2,1,1,6,6,1,1,4,3,3,2,2,NA,3,NA,70,12,1,14,50,NA,2,1,0,0,0,0,0,1,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"85","15","85","15","90","90","100","85","90","4","4","1","5","10","2","90","90","90","90","90","2","2","2","2","4","4","4","4","4","4","4","4","4","4","3","2","4","3","2","4","3","4","5"
"2745",NA,2.0089,0,1.9444,0,0,0,2,NA,2,1,1,1,NA,1,2,2,1,1,4,1,0,15,30,50,50,100,100,60,50,0,0,1,1,3,1,5,2,5,3,5,2,5,2,5,5,5,4,1,3,3,3,4,1,1,4,3,1,6,4,1,4,1,4,1,4,4,4,6,2,1,2,2,4,2,1,1,3,2,NA,56,9,1,10,10,NA,2,1,0,0,0,0,0,1,0,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2746",NA,1.812,0,1.7709,1.8542,0,1.8777,2,NA,2,2,2,NA,NA,NA,NA,4,4,4,4,4,30,32,53,49,50,50,2,31,51,40,51,1,7,NA,5,4,5,4,5,5,3,5,5,5,5,4,5,3,3,5,NA,5,3,3,4,2,2,2,6,1,3,4,6,1,7,7,1,1,1,4,3,1,1,2,5,1,3,1,NA,NA,NA,1,10,10,NA,2,0,1,0,0,0,0,2,0,7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,"27","62","1","40","9","100","94","70","30","4","1","4","2","4","2","76","44","76","35","76","4","4","4","3","4","4","5","4","5","2","6","1","3","3","3","1","2","3","2","3","4","3","2"
"2747",NA,0.6217,0,0.6019,0.6263,0,0.6156,2,NA,2,1,1,1,NA,NA,NA,4,3,4,2,4,0,85,50,50,50,50,70,15,NA,NA,NA,1,4,NA,5,3,1,6,5,4,4,5,5,1,2,2,2,1,5,5,NA,NA,1,1,6,3,4,6,1,4,6,4,7,6,6,7,1,5,1,1,3,2,1,3,2,1,3,1,NA,NA,NA,1,10,10,NA,2,1,0,0,0,0,0,1,2,10,0,NA,NA,NA,10,31,NA,31,NA,NA,"60","85","0","30","70","100","85","100","85","7","1","4","5","3","2","85","85","85","60","85","2","2","2","2","2","5","2","2","2","1","7","1","4","4","2","4","5","4","4","4","4","5","4"
"2748",NA,0.5164,0,0.5046,0.5531,0,0.5592,2,NA,2,1,1,1,NA,1,1,4,1,1,2,4,85,0,30,50,85,40,85,60,50,85,30,1,1,NA,2,3,2,3,3,2,1,3,2,5,5,5,5,2,2,5,4,7,4,1,4,3,2,6,4,1,4,1,6,7,4,1,1,6,2,1,1,3,1,1,2,1,1,2,NA,68,11,3,10,51,NA,2,1,1,0,0,0,0,6,0,17,0,1,1,NA,31,10,10,10,10,1,"89","43","76","65","70","85","85","86","66","4","4","1","5","9","2","87","86","85","40","86","2","3","2","2","2","3","2","2","3","2","3","2","4","4","3","2","5","2","1","4","2","5","5"
"2749",NA,0.3207,0,0.3131,0,0,0,2,NA,3,2,2,NA,NA,1,4,1,1,3,3,3,30,15,30,70,40,40,50,70,40,60,60,1,2,2,NA,1,3,4,5,5,3,3,4,5,4,4,5,5,4,3,5,6,1,1,1,NA,2,5,6,1,1,3,6,2,5,6,5,1,1,4,3,NA,1,2,5,1,3,NA,NA,36,5,5,NA,10,NA,1,0,0,0,0,0,1,5,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2750",NA,0.6845,0,0.6628,0.6896,0,0.6778,2,NA,2,2,1,2,NA,1,2,3,4,4,4,4,15,60,30,50,40,50,40,15,50,40,60,1,7,NA,3,2,2,7,4,5,2,5,4,3,4,4,3,1,4,5,3,5,6,3,7,3,1,6,6,1,6,2,7,2,6,6,7,1,1,1,2,4,1,2,1,2,NA,3,NA,70,12,1,14,50,NA,2,1,0,0,0,0,0,1,0,21,0,2,2,NA,11,11,11,12,NA,2,"70","50","50","75","65","85","90","90","15","1","2","4","5","9","2","85","85","60","0","85","4","4","4","2","3","3","3","3","4","3","4","1","3","2","2","2","3","2","2","3","2","4","5"
"2751",NA,0.8592,0,0.8397,0.8425,0,0.8185,2,NA,4,3,2,NA,NA,1,3,3,2,2,2,4,40,30,60,NA,NA,50,60,60,NA,30,40,1,5,3,2,4,2,6,3,4,2,5,2,4,5,5,5,1,3,5,4,4,5,1,6,3,2,5,6,1,5,3,4,3,6,4,3,1,5,2,1,2,1,2,1,1,1,2,NA,34,4,1,13,10,NA,2,1,0,0,0,0,0,1,2,5,0,1,2,NA,11,10,11,11,NA,1,"63","58","55","53","55","78","60","64","45","3","3","4","5","5","2","68","62","56","48","62","4","4","3","2","3","5","4","2","4","2","4","4","4","2","2","1","3","2","1","5","3","4","5"
"2752",NA,0.8592,0,0.8397,0.8425,0,0.8185,2,NA,2,1,1,2,NA,1,2,3,4,4,4,4,0,60,50,NA,NA,50,0,15,NA,15,40,1,6,NA,3,3,3,5,5,5,4,5,3,4,3,4,3,1,4,5,5,NA,NA,1,5,3,4,3,2,1,7,NA,7,1,7,2,1,3,4,2,1,4,1,2,4,1,2,2,NA,35,5,1,13,10,NA,2,1,0,0,0,0,0,1,2,35,0,2,1,NA,11,11,11,10,NA,2,"97","41","16","59","50","91","50","100","1","4","4","4","5","1","1","50","52","29","16","53","4","6","3","3","4","6","1","1","4","4","5","4","4","3","3","4","4","3","2","4","4","4","5"
"2753",NA,0.423,0,0.4097,0.4234,0,0.4123,2,NA,2,1,1,2,NA,1,2,2,4,3,4,3,0,70,NA,NA,NA,100,40,60,NA,15,70,1,4,NA,3,3,3,7,3,3,3,5,2,2,3,2,3,1,4,3,NA,NA,NA,3,7,3,4,5,4,2,6,6,6,2,7,4,4,1,1,4,3,2,1,3,1,1,3,1,NA,90,13,3,10,70,NA,2,1,0,0,0,0,0,1,0,10,NA,2,2,NA,11,11,11,10,NA,2,"83","100","16","100","41","100","84","91","40","2","2","6","4","3","2","85","87","72","70","85","2","4","3","2","3","4","3","3","3","2","4","1","4","2","2","2","4","3","3","4","4","4","5"
"2754",NA,0.5297,0,0.5158,0,0,0,2,NA,2,1,2,NA,NA,1,1,1,2,2,2,4,100,0,NA,NA,NA,NA,60,60,NA,100,0,1,2,2,4,3,5,1,1,2,1,2,2,5,5,5,5,1,2,5,4,4,1,1,1,3,7,6,7,1,1,1,1,1,1,1,1,6,6,1,1,3,1,1,4,1,3,1,NA,58,9,4,13,10,NA,1,0,0,0,0,0,1,5,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2755",NA,0.8402,0,0.8214,0,0,0,2,NA,4,2,2,NA,NA,NA,NA,2,2,2,2,3,50,0,50,NA,NA,0,60,50,NA,50,50,1,6,3,3,3,2,4,3,3,3,4,3,5,5,5,3,1,2,5,4,NA,4,3,5,3,4,4,6,1,6,2,6,4,6,4,3,6,5,1,1,2,1,2,3,1,2,2,NA,34,4,1,12,10,NA,2,1,0,0,0,0,0,1,3,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2756",NA,0.6064,0,0.5924,0,0,0,2,NA,4,3,1,1,NA,1,1,4,1,1,1,1,81,3,NA,NA,79,NA,94,87,NA,74,17,1,2,1,2,1,3,7,1,1,1,1,2,5,5,5,5,2,1,5,NA,2,3,1,1,3,7,6,7,2,2,2,4,3,1,2,1,6,5,1,2,4,2,1,1,1,3,2,NA,53,8,1,10,10,NA,2,0,1,0,0,0,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2757",NA,2.3807,0,2.3191,2.5016,0,2.4548,2,NA,3,2,1,2,NA,1,2,3,4,4,4,4,15,85,NA,40,NA,70,15,15,NA,50,70,1,7,NA,4,4,4,6,5,5,2,5,1,2,3,2,2,1,5,4,3,6,4,3,4,2,1,4,2,1,6,4,7,6,7,6,2,1,1,3,2,2,1,2,5,1,3,2,NA,49,7,1,9,40,NA,2,1,0,0,0,0,0,1,0,40,0,NA,NA,NA,21,31,31,NA,30,NA,"50","70","30","85","40","100","85","85","0","4","1","7","5","2","2","85","85","85","30","85","4","4","4","4","5","6","6","4","5","2","7","2","2","3","3","2","3","2","1","2","3","3","5"
"2758",NA,1.0571,0,1.0329,1.0424,0,1.0199,2,NA,2,2,1,2,NA,1,2,4,4,4,4,4,0,70,50,50,50,60,0,15,50,0,15,1,7,NA,3,NA,4,2,4,5,3,5,3,1,4,3,2,2,5,5,1,7,7,3,7,1,1,6,2,1,7,3,7,4,4,7,7,1,1,2,1,1,1,2,5,1,3,2,NA,53,8,1,13,10,NA,2,1,0,0,0,0,0,1,0,30,0,2,1,NA,11,11,11,11,NA,2,"70","100","15","100","50","100","85","100","50","6","1","7","5","2","2","70","70","60","30","70","2","5","3","1","5","5","4","2","6","3","7","1","3","3","1","2","2","3","2","2","3","2","5"
"2759",NA,0.861,0,0.8414,0.8614,0,0.8351,2,NA,2,1,1,2,NA,1,6,2,4,4,3,4,55,50,46,51,51,59,36,41,52,38,62,1,6,3,3,3,3,7,3,5,3,4,3,4,4,4,3,3,4,4,3,5,4,1,99,3,4,5,4,1,6,3,6,2,4,4,4,2,2,1,2,4,2,2,3,2,NA,2,NA,58,9,1,10,10,NA,2,1,0,0,0,0,0,1,0,25,0,2,1,NA,11,11,11,11,NA,2,"60","62","36","91","40","85","90","97","34","4","4","7","5","6","1","85","85","86","41","85","2","3","2","2","1","2","2","1","2","2","4","2","2","2","2","2","2","2","3","2","3","2","4"
"2760",NA,0.365,0,0.3566,0.3319,0,0.3224,2,NA,4,2,1,1,NA,1,1,4,2,4,3,4,60,0,50,50,50,50,60,50,50,70,0,1,4,NA,1,5,5,2,4,4,4,4,3,5,5,5,5,3,3,4,7,5,1,1,1,3,2,5,4,3,1,1,4,4,4,2,1,5,1,1,1,4,1,1,2,1,3,1,NA,39,5,6,10,10,NA,2,0,1,0,0,0,0,2,1,20,0,1,1,NA,11,10,10,10,NA,1,"30","85","40","40","40","100","70","60","100","4","4","4","1","10","2","85","100","100","85","85","3","2","2","2","4","4","4","4","4","4","4","4","3","3","2","2","3","3","2","3","2","3","4"
"2761",NA,0.3971,0,0.388,0.37,0,0.3639,2,NA,2,2,1,2,NA,1,2,4,4,4,4,4,0,43,61,NA,31,61,2,2,NA,30,42,1,6,NA,3,3,3,5,5,5,4,5,5,3,3,3,3,2,4,3,2,6,6,3,5,2,2,4,1,1,4,4,6,4,4,4,3,3,4,1,1,3,1,2,3,1,1,3,NA,64,10,6,13,50,NA,2,1,0,0,0,0,0,1,0,40,0,2,2,NA,1,11,11,NA,NA,2,"40","30","40","60","40","70","70","70","15","4","4","4","5","8","2","50","50","50","30","50","4","4","4","2","4","5","4","2","5","4","5","4","3","3","3","3","3","3","3","3","3","3","5"
"2762",NA,0.8071,0,0.7874,0.8378,0,0.8259,2,NA,2,2,1,2,NA,1,2,3,4,4,4,4,8,59,51,NA,NA,76,1,17,NA,31,61,1,7,NA,4,3,3,5,3,5,4,5,4,2,3,3,3,5,3,5,2,5,6,3,6,3,4,6,2,2,NA,5,5,4,4,4,4,1,2,2,2,3,2,2,3,1,2,1,NA,66,11,1,13,10,NA,2,1,0,0,0,0,0,1,0,28,NA,2,2,NA,1,11,10,NA,NA,2,"84","61","52","78","40","99","85","56","40","2","4","4","4","3","2","75","56","70","51","77","5","4","5","5","4","5","4","4","5","2","4","2","2","4","2","2","4","2","1","4","2","3","4"
"2763",NA,1.4835,0,1.4499,1.4843,0,1.439,2,NA,3,1,2,NA,NA,1,3,2,4,4,4,4,1,2,71,50,52,51,32,30,44,42,61,1,4,NA,3,3,3,5,5,5,5,5,4,5,5,4,4,2,4,5,4,6,4,3,4,3,4,5,7,1,4,6,4,4,4,2,2,1,5,2,2,2,2,2,3,1,3,1,NA,51,8,1,12,10,NA,2,1,0,0,0,0,0,1,2,18,NA,3,2,NA,11,12,11,11,NA,3,"50","96","50","76","50","100","84","51","84","4","4","4","5","6","2","50","50","50","40","50","4","4","4","4","4","4","4","4","5","3","4","2","3","2","2","2","2","3","1","2","2","2","4"
"2764",NA,0.8059,0,0.7876,0,0,0,2,NA,4,2,1,1,NA,1,4,2,1,1,1,1,60,16,50,50,50,49,62,30,50,40,85,1,1,NA,4,4,3,6,4,4,2,3,3,5,5,5,1,2,4,5,4,6,6,1,5,4,4,6,1,1,4,1,7,1,6,1,1,6,6,1,1,4,1,2,4,2,NA,3,NA,86,13,3,8,70,NA,2,1,0,0,0,0,0,1,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2765",NA,1.3788,0,1.3438,1.535,0,1.5438,2,NA,2,2,1,2,NA,2,NA,4,4,4,4,4,0,100,0,0,0,0,0,0,0,30,0,1,5,2,5,3,5,1,5,5,5,3,5,5,5,5,4,4,1,1,4,4,5,3,4,1,6,2,2,2,4,5,4,1,3,6,3,5,4,4,3,4,4,1,5,2,NA,1,NA,27,3,4,9,10,NA,2,1,0,0,0,0,0,1,1,26,NA,2,1,NA,1,11,10,NA,NA,2,"9","30","31","24","25","45","25","44","37","6","6","6","1","2","1","18","17","25","24","13","4","4","3","3","3","3","4","4","4","3","3","4","1",".","4","2","4","3","2","5","3","3","1"
"2766",NA,1.7986,0,1.7575,0,0,0,2,NA,3,2,1,1,NA,1,1,4,1,1,2,4,78,0,NA,NA,85,NA,91,91,NA,70,25,1,7,2,2,3,2,3,3,2,2,4,3,5,5,5,5,2,3,5,NA,6,1,1,99,3,6,5,6,1,NA,1,4,1,6,2,2,6,5,1,1,4,1,2,2,1,1,2,NA,51,8,1,10,71,NA,2,1,0,0,0,0,0,1,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2767",NA,0.9713,0,0.9495,0,0,0,2,NA,2,1,1,2,NA,1,2,4,4,4,4,4,10,85,50,50,50,90,5,5,50,10,90,1,7,NA,5,3,5,7,5,5,4,5,4,2,3,1,3,1,5,3,3,7,7,3,99,3,4,5,1,1,6,NA,7,1,7,7,7,1,1,1,3,2,2,2,5,1,3,2,NA,43,6,1,10,10,NA,2,1,0,0,0,0,0,1,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2768",NA,0.4006,0,0.3917,0.3934,0,0.3793,2,NA,2,2,1,2,NA,1,2,4,4,4,4,4,1,61,54,4,12,86,0,17,NA,0,41,1,7,NA,4,5,3,6,3,5,2,5,2,3,3,4,3,1,3,4,1,5,7,1,6,3,2,3,1,1,7,6,7,4,7,6,7,2,1,2,1,4,1,2,5,2,NA,2,NA,62,10,4,14,10,NA,2,1,0,0,0,0,0,1,0,17,0,2,1,NA,11,11,11,11,NA,2,"72","17","42","88","0","85","40","85","0","2","4","7","5","3","2","44","8","0","0","85","2","6","5","2","2","6","5","2","6","2","7","1","2","2","2","1","3","3","1","2","1","4","5"
"2769",NA,0.3953,0,0.3861,0.3702,0,0.356,2,NA,4,2,1,1,NA,2,NA,4,2,2,4,2,85,0,50,50,50,50,85,85,50,85,0,1,2,1,3,3,3,7,2,2,2,3,3,5,5,5,5,1,3,5,5,4,3,1,3,1,1,2,2,1,4,3,4,7,7,2,1,1,2,3,3,2,1,3,1,1,2,1,NA,46,7,6,10,10,NA,2,0,1,0,0,0,0,2,0,10,0,1,1,NA,11,10,10,10,NA,1,"85","70","70","60","70","70","50","85","60","4","4","2","5","8","2","85","85","85","50","85","5","5","6","5","4","3","4","3","4","4","4","4","3","2","2","1","3","2","1","3","2","3","4"
"2770",NA,0.5522,0,0.5398,0.5487,0,0.5475,2,NA,1,1,1,1,NA,1,1,4,1,1,2,1,100,0,15,19,100,0,100,87,12,96,11,1,2,NA,2,2,1,2,1,1,1,3,1,5,5,5,5,2,2,5,NA,NA,NA,1,99,3,4,5,7,1,5,NA,4,4,4,1,1,2,5,1,3,2,3,3,2,1,3,2,NA,81,13,3,11,50,NA,2,0,1,0,0,0,0,2,0,40,0,1,1,NA,1,10,NA,NA,NA,1,"100",".",".","53",".","100",".","90",".","4","4","1","2",".","2","100","100","100","53","100","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","3","2","1","2","1","2","3"
"2771",NA,0.6254,0,0.6114,0.6182,0,0.6016,2,NA,2,1,1,2,NA,1,2,4,4,4,4,4,0,60,50,NA,30,70,0,15,50,15,50,1,6,NA,5,3,4,1,5,5,3,5,3,3,3,4,3,2,5,4,NA,5,6,3,4,3,2,5,1,1,5,5,4,4,7,6,2,1,1,2,2,2,1,2,5,1,2,2,NA,72,12,1,13,50,NA,2,1,0,0,0,0,0,1,0,26,1,2,1,NA,11,11,11,11,NA,2,"85","70","60","100","50","100","70","100","0","4","2","4","5","3","2","70","60","60","0","70","4","4","5","5","1","4","3","4","4","3","5","2","3","2","2","2","3","3","2","3","2","4","5"
"2772",NA,1.5324,0,1.4971,1.5119,0,1.4586,2,NA,3,1,1,2,NA,1,2,4,4,3,4,4,1,85,NA,NA,17,83,2,51,NA,10,71,1,4,3,3,2,3,5,5,5,3,5,3,2,2,3,3,2,5,3,1,7,4,3,6,3,1,5,1,1,7,3,7,4,7,6,2,6,6,1,1,4,1,1,3,2,NA,3,NA,65,11,4,9,15,NA,2,1,0,0,0,0,0,1,0,16,0,2,1,NA,31,11,11,11,11,2,"98","31","65","58","39","90","51","88","44","7","4","1","5","3","2","67","60","61","16","63","4","4","4","3","3","5","4","3","4","2","3","2","3","3","3","1","3","3","1","5","2","5","4"
"2773",NA,1.5287,0,1.4929,1.4921,0,1.4618,2,NA,4,3,2,NA,NA,NA,NA,2,2,3,3,3,30,30,NA,NA,NA,NA,40,50,NA,40,30,1,4,3,4,4,3,5,4,5,3,5,3,3,5,5,5,3,4,5,NA,NA,NA,1,99,2,4,4,4,1,NA,NA,4,4,6,4,1,3,1,2,3,2,1,3,3,1,3,1,NA,37,5,1,9,70,NA,2,1,0,0,0,0,0,1,4,6,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,".","48","50","44","30","83","50","70","50","4","2","4","4","6","2","85","85","85","40","95","3","5","3","3","3","5","5","3","6","1","7","3","3","3","3","2","3","2","1","5","3","4","5"
"2774",NA,0.6697,0,0.6547,0.6525,0,0.6409,2,NA,2,1,1,1,NA,NA,NA,4,1,1,2,1,72,4,3,NA,4,2,88,51,2,72,15,1,2,NA,5,4,3,7,3,3,2,3,3,5,5,5,5,5,2,5,5,5,3,1,1,3,1,5,4,1,2,1,7,6,4,4,1,5,6,1,1,4,1,2,5,1,2,1,NA,78,13,1,10,50,NA,2,1,0,0,0,0,0,1,0,40,0,1,1,NA,11,10,10,10,NA,1,"99","51","32","62","62","87","71","85","86","4","1","6","5","8","2","30","32","40","60","72","2","4","4","1","3","3","3","4","5","1","4","3","4","4","4","2","4","3","2","5","1","3","4"
