"","V160001","V160101","V160101f","V160101w","V160102","V160102f","V160102w","V160501","V161002","V161003","V161004","V161005","V161006","V161027","V161030","V161031","V161080x","V161082x","V161083x","V161084x","V161085x","V161086","V161087","V161088","V161089","V161090","V161091","V161092","V161093","V161094","V161095","V161096","V161112","V161114x","V161127","V161140x","V161141x","V161142x","V161158x","V161159","V161160","V161161","V161162","V161163","V161164","V161165","V161166","V161167","V161168","V161169","V161170","V161178","V161181","V161184","V161187","V161189","V161192","V161194x","V161195x","V161196x","V161197","V161198","V161201","V161204x","V161213x","V161214x","V161225x","V161226x","V161227x","V161228x","V161229x","V161231","V161232","V161233x","V161234","V161235x","V161241","V161242","V161243","V161265x","V161267","V161267x","V161268","V161270","V161275x","V161308x","V161309","V161310a","V161310b","V161310c","V161310d","V161310e","V161310f","V161310x","V161324","V161331x","V161430","V162034a","V162035","V162036a","V162045x","V162058x","V162059x","V162060x","V162061x","V162062x","V162094","V162095","V162096","V162101","V162106","V162107","V162108","V162110","V162113","V162176x","V162230x","V162231x","V162238x","V162255x","V162298","V162310","V162311","V162312","V162313","V162314","V162345","V162346","V162347","V162348","V162349","V162350","V162351","V162352","V162353","V162354","V162355","V162356","V162357","V162358","V162359","V162360","V162361","V162362","V162363","V162364","V162365","V162366","V162367"
"2695",NA,1.486,0,1.4476,1.5305,0,1.5049,2,NA,4,2,1,1,NA,1,1,4,2,3,1,4,50,0,60,40,40,30,70,85,40,60,40,1,7,2,3,4,3,6,3,3,3,3,3,3,5,3,2,1,3,5,NA,NA,2,3,5,1,7,1,4,2,NA,NA,4,4,4,2,1,6,5,1,1,2,1,1,3,2,NA,3,NA,39,5,1,9,10,NA,2,1,0,0,0,0,0,1,0,38,NA,1,2,NA,11,10,NA,NA,NA,1,"84","43","46","65","41","72","51","84","19","3","1","4","5","8","2","85","85","85","17","85","4","4","3","1","6","6","6","3","4","2","1","1","4","4","3","4","3","2","1","5","2","5","4"
"2696",NA,1.3104,0,1.2791,1.3047,0,1.2759,2,NA,4,2,1,2,NA,1,2,2,3,3,2,3,15,40,50,50,60,50,40,50,NA,40,85,1,4,NA,3,3,2,6,2,5,2,5,3,3,4,3,3,1,3,5,NA,4,3,3,4,2,1,1,1,1,7,NA,7,2,6,2,4,2,5,2,2,2,2,2,3,1,3,1,NA,50,8,1,9,10,NA,2,1,0,0,0,0,0,1,0,40,NA,2,2,NA,1,11,NA,NA,NA,2,"100","50","60","40","15","70","70","60","30","3","4","7","5","8","2","40","30","50","0","85","4","6","1","4","3","6","4","2","3","2","5","1","3","3","2","3","3","3","2","4","2","5","4"
"2697",NA,0.7424,0,0.7258,0.7508,0,0.7348,2,NA,1,1,1,2,NA,1,2,4,4,3,4,4,16,72,51,NA,41,51,17,41,NA,31,51,1,6,NA,3,3,3,6,3,5,2,5,5,2,2,4,2,1,4,5,3,6,7,3,7,3,1,2,2,1,6,5,4,4,7,4,6,2,5,1,1,3,1,2,4,1,2,3,NA,59,9,1,13,10,NA,2,1,0,0,0,0,0,1,0,30,0,2,1,NA,11,11,11,11,NA,2,"70","40","50","70","40","70","70","85","30","4","4","4","4","9","2","70","61","70","30","70","4","4","4","4","4","4","4","4","4","4","4","4","4","3","2","1","3","2","1","4","3","4","5"
"2698",NA,0.7853,0,0.7648,0.8249,0,0.8414,2,NA,4,3,2,NA,NA,1,4,4,1,1,1,1,41,2,61,99,NA,NA,99,52,NA,51,51,1,7,NA,1,3,3,4,2,4,2,4,3,5,5,5,5,1,3,5,7,1,1,1,5,3,4,6,7,2,1,1,1,7,1,1,1,6,6,1,1,4,4,3,3,2,NA,3,NA,34,4,6,13,40,NA,1,1,0,0,0,0,0,5,1,2,NA,5,1,NA,11,12,NA,NA,NA,5,"71","16","99","32","98","51","51","17","88","6","4","2","5","8","2","98","97","97","51","79","2","2","2","2","4","4","4","1","4","4","1","1","3","3","3","1","4","2","1","4","1","4","5"
"2699",NA,0.7077,0,0.6919,0.6914,0,0.6626,2,NA,3,2,1,2,NA,1,2,4,4,3,4,4,0,90,NA,NA,NA,70,15,50,NA,20,70,1,5,NA,3,3,2,7,4,5,3,5,4,2,2,3,2,1,4,3,4,5,NA,3,5,1,2,2,2,1,6,1,4,2,7,1,1,3,1,2,1,4,1,2,2,1,2,2,NA,35,5,1,12,10,NA,2,1,0,0,0,0,0,1,2,13,NA,2,1,NA,31,11,11,10,11,2,"70","52","8","74","42","65","50","97","0","4","1","5","5","7","2","53","50","60","7","60","3","4","5","4","4","4","4","4","4","4","6","4","2","2","2","2","3","2","1","4","2","3","5"
"2700",NA,1.0139,0,0.9813,0,0,0,2,NA,2,3,1,1,NA,1,3,4,1,2,2,2,75,0,80,50,50,50,80,95,NA,65,30,1,1,NA,3,4,3,2,2,3,2,3,3,5,5,5,5,5,2,5,3,7,2,1,99,3,1,4,2,1,5,1,6,4,4,1,4,6,5,1,1,4,1,1,1,2,NA,2,NA,54,8,1,11,40,NA,2,1,0,0,0,0,0,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2701",NA,2.641,0,2.5771,2.4978,0,2.4641,2,NA,2,2,2,NA,NA,2,NA,2,1,1,1,1,71,1,91,17,41,41,85,100,30,51,1,1,2,NA,2,1,2,7,3,5,3,5,5,4,3,2,5,4,3,5,4,NA,4,1,4,2,1,1,2,1,6,NA,1,1,1,1,2,2,3,1,1,3,1,2,5,1,2,1,NA,25,3,6,9,10,NA,2,1,0,0,0,0,0,1,0,4,NA,NA,NA,NA,1,30,30,NA,NA,NA,"2","3","40","5","100","3","100","50","3","2","4","1","5","10","1","100","100","100","100","3","4","4","4","4","5","4","4","4","4","7","4","4","4","3","3","2","4","5","2","5","1","4","1"
"2702",NA,1.8373,0,1.7949,1.8599,0,1.8657,2,NA,2,1,1,2,2,NA,NA,4,4,4,4,4,0,100,50,50,0,85,0,0,50,0,70,1,7,NA,5,1,4,7,5,5,4,5,4,2,2,2,2,2,5,4,2,6,6,3,6,3,4,1,1,1,4,4,7,6,7,4,6,1,1,1,2,3,1,2,4,1,2,1,NA,58,9,1,13,10,NA,2,1,1,0,0,0,0,6,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"87","69","85","86","57","92","93","93","45","7","4","4","5","8","2","85","93","83","82","83","4","4","3","3","4","4","3","3","5","3","5","2","3","3","2","2","4","2","1","2","1","4","4"
"2703",NA,0.5513,0,0.5387,0.521,0,0.5228,2,NA,3,2,1,1,NA,1,1,4,2,1,2,1,31,1,50,85,50,50,85,15,NA,15,0,2,1,NA,3,3,2,1,1,4,1,4,5,5,5,5,2,1,1,5,7,1,1,1,1,4,7,6,7,4,1,4,1,4,1,1,1,6,6,1,1,4,4,3,3,2,NA,3,NA,22,2,6,13,10,NA,2,0,1,0,0,0,0,2,0,1,0,1,2,NA,11,10,10,10,NA,1,"15","0","100","0","100","15","100","30","70","1","4","1","1","10","2","50","50","50","50","40","4","4","4","4","4","4","4","4","4","4","4","1","5","5","4","1","5","4","1","5","1","5","5"
"2704",NA,0.8583,0,0.8382,0.8958,0,0.9195,2,NA,3,2,1,1,NA,1,1,2,1,1,2,1,85,15,NA,NA,NA,NA,85,85,NA,85,30,2,1,1,3,2,3,2,1,1,1,2,1,4,5,3,5,2,1,5,4,7,3,2,4,3,6,6,2,1,4,4,2,6,6,4,6,2,1,2,2,2,3,2,3,1,2,1,NA,29,3,6,11,10,NA,2,0,1,0,0,0,0,2,1,1,NA,1,1,NA,11,10,10,NA,NA,1,"70","85","85","40","85","100","60","85","85","3","4","4","1","9","2","66","50","97","60","60","1","1","1","1","6","4","6","1","4","6","1","2","1","1","1","1","1","1","1","1","1","1","3"
"2705",NA,0.998,0,0.9756,0.9677,0,0.918,2,NA,2,1,1,2,NA,1,2,2,4,4,4,4,0,70,NA,NA,NA,NA,0,50,NA,50,50,1,6,2,3,2,3,5,4,5,3,5,5,3,4,3,4,1,4,5,4,4,NA,3,99,1,1,5,2,1,7,NA,4,4,6,4,1,1,1,3,3,1,1,1,3,1,3,1,NA,46,7,1,10,10,NA,2,1,0,0,0,0,0,1,2,40,0,2,1,NA,1,11,11,NA,NA,2,"92","99","51","1","0","99","51","96","1","4","1","6","5","3","2","62","41","41","32","61","3","5","2","3","2","5","4","1","4","2","7","1","2","3","3","4","2","2","1","4","2","3","4"
"2706",NA,2.0251,0,1.9796,0,0,0,2,NA,4,3,1,1,NA,1,1,4,2,2,2,2,50,0,50,50,50,0,60,50,0,50,30,1,4,NA,3,3,3,5,3,5,2,4,2,5,5,5,5,3,3,4,NA,4,4,3,5,3,4,6,4,2,NA,4,2,4,4,4,4,6,6,1,1,4,1,3,3,2,NA,2,NA,58,9,1,12,10,NA,2,1,0,0,0,0,0,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2707",NA,0.8402,0,0.8214,0,0,0,2,NA,3,2,1,1,NA,1,1,4,1,1,1,4,70,0,NA,NA,60,0,70,85,NA,70,0,1,7,NA,1,3,2,7,2,3,2,3,2,5,5,5,5,4,3,5,3,5,7,1,5,3,4,6,7,1,4,2,7,7,7,2,1,6,6,1,1,4,1,1,1,2,NA,3,NA,38,5,1,13,10,NA,2,1,0,0,0,0,0,1,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2708",NA,0.7438,0,0.7271,0.7266,0,0.6963,2,NA,4,2,1,1,NA,1,2,2,2,2,2,2,40,70,50,50,50,50,50,50,50,50,50,1,4,1,2,4,3,4,2,1,1,2,3,3,3,3,3,3,4,3,3,5,NA,3,1,3,4,5,4,1,NA,2,4,4,4,4,1,5,4,2,1,2,2,1,1,2,NA,3,NA,27,3,1,12,10,NA,2,1,0,0,0,0,0,1,3,4,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,"50","30","48","50","60","40","60","80","30","7","4","5","4","5","2","62","69","70","40","68","4","4","3","4","4","5","4","4","4","5","4","4","4","4","3","3","4","3","3","4","2","4","5"
"2709",NA,1.0892,0,1.0644,1.0707,0,1.0849,2,NA,4,2,1,1,NA,1,1,3,1,1,2,1,78,1,51,51,67,15,85,71,51,71,17,1,4,3,2,2,2,7,2,2,1,3,2,5,5,5,5,1,2,5,4,NA,3,1,99,3,6,5,4,1,1,NA,4,4,4,2,2,2,1,3,3,3,2,3,2,1,3,1,NA,37,5,1,11,10,NA,2,0,1,0,0,0,0,2,2,12,NA,1,1,NA,11,10,10,10,NA,1,"13","51","31","51","42","92","84","70","51","4","4","2","2","8","2","61","71","61","51","51","3","5","2","2","4","5","4","2","6","3","5","2","4","2","2","2","5","3","1","4","4","5","2"
"2710",NA,0.8924,0,0.8629,0.8953,0,0.8723,2,NA,3,2,1,1,NA,1,1,1,1,1,1,1,85,15,30,30,30,30,100,70,30,100,85,2,4,3,4,4,4,6,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,1,5,1,1,1,4,4,4,4,4,4,4,4,5,2,3,4,1,3,3,2,NA,3,NA,49,7,6,9,40,NA,2,0,0,0,0,1,0,3,1,4,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,"50","15","15","60","15","50","0","100","30","4","4","4","4","10","2","50","40","0","0","30","1","7","7","7","1","7","7","1","7","1","1","7","3","3","3","3","3","3","3","3","3","3","4"
"2711",NA,1.0521,0,1.0258,0,0,0,2,NA,2,1,2,NA,NA,1,3,4,3,3,2,4,51,2,50,70,NA,52,50,50,50,60,51,1,6,NA,2,3,2,4,4,3,4,5,3,3,5,3,1,1,4,5,4,NA,1,1,4,3,7,5,7,1,5,1,7,6,4,1,1,1,1,3,2,2,4,2,2,1,3,1,NA,66,11,4,11,50,NA,1,0,0,1,0,0,1,5,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2712",NA,2.3843,0,2.3224,2.247,0,2.2352,2,NA,3,3,2,NA,NA,1,1,4,1,1,1,4,0,0,0,0,0,0,0,NA,0,0,0,1,6,NA,3,3,5,6,4,5,3,5,2,4,5,5,5,1,3,4,3,2,4,2,6,2,4,5,4,1,1,2,5,5,5,1,6,6,2,2,1,2,1,2,1,1,1,2,NA,19,1,6,10,80,NA,1,1,0,0,0,0,0,5,0,19,NA,NA,NA,NA,11,32,30,32,NA,NA,"40","70","85","89","74","53","56","82","73","4","4","5","5","7","1","51","51","52","43","61","4","2","2","2","2","4","5","3","4","3","5","3","3","1","2","3","3","3","2","1","2","3","1"
"2713",NA,0.9576,0,0.9336,0,0,0,2,NA,3,3,2,NA,NA,2,NA,4,2,4,2,4,15,50,50,30,50,60,70,85,50,50,50,1,7,2,2,3,2,3,5,5,3,5,1,3,5,4,5,1,3,5,4,4,6,3,99,2,4,4,5,1,4,7,4,2,7,4,4,1,1,1,3,2,2,1,2,1,3,1,NA,56,9,5,3,10,NA,2,1,0,0,0,0,0,1,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2714",NA,1.2121,0,1.1842,1.1935,0,1.1698,2,NA,4,2,1,1,NA,1,1,4,1,1,1,1,85,50,0,0,15,0,100,60,60,15,15,1,1,3,3,3,3,1,2,2,3,3,3,5,5,3,5,3,3,5,6,5,6,1,6,3,4,6,7,2,3,4,1,7,4,2,1,1,1,3,3,1,2,2,3,1,3,1,NA,67,11,1,11,10,NA,2,0,1,0,0,0,0,2,0,30,NA,1,1,NA,11,10,10,10,NA,1,".","61","70","60","61","72","85","71","71","4","1","2","4","6","2","70","86","85","60","85","3","3","3","3","3","3","2","3","2","3","3","2","4","3","3","3","2","3","3","3","3","4","4"
"2715",NA,1.6796,0,1.6401,1.7345,0,1.7933,2,NA,2,1,2,NA,NA,2,NA,3,2,2,1,2,2,9,48,71,48,1,66,59,NA,0,0,1,2,NA,2,2,2,6,5,5,3,5,5,4,4,4,2,1,4,5,6,3,5,1,3,1,7,6,7,2,5,1,5,6,5,1,1,5,4,1,1,3,1,1,2,2,NA,3,NA,39,5,6,9,10,NA,1,1,0,1,0,0,0,5,1,28,NA,5,1,NA,31,12,NA,NA,10,5,"85","15","100","87","100","30","100","60","97","3","4","2","4","6","1","75","71","71","40","70","3","4","1","1","5","6","5","3","5","5","5","2","5","4","2","1","4","3","2","5","1","4","4"
"2716",NA,0.3308,0,0.3235,0.3147,0,0.3005,2,NA,1,1,1,2,2,NA,NA,4,4,4,4,4,0,85,50,50,0,100,0,0,50,15,60,1,7,NA,5,3,4,2,5,5,4,5,5,2,2,2,1,1,5,4,2,6,7,3,5,2,1,5,2,1,4,4,7,1,7,7,5,3,1,1,2,2,1,2,5,2,NA,2,NA,59,9,4,13,10,NA,2,1,0,0,0,0,0,1,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"40","50","18","85","0","70","100","60","0","7","1","7","5","2","1","50","50","50","0","50","4","4","4","3","4","5","5","4","7","4","7","4","2","2","2","5","3","2","5","5","4","3","1"
"2717",NA,0.5443,0,0.5318,0.5942,0,0.5916,2,NA,3,2,2,NA,NA,2,NA,2,3,4,3,4,32,60,61,51,62,51,60,62,52,52,50,1,6,3,4,3,3,4,5,5,4,5,5,4,5,4,4,3,4,3,4,3,5,3,5,3,1,5,2,1,5,4,7,2,7,2,6,2,5,2,1,4,1,1,3,2,NA,2,NA,60,10,1,14,50,NA,2,0,0,0,1,0,0,3,0,1,NA,NA,NA,NA,1,31,NA,NA,NA,NA,"1","0","1","50","1","50","1","50","51","1","4","6","5","10","2","36","51","62","32","52","4","4","5","4","4","4","5","3","2","4","4","3","2","3","4","3","2","2","4","3","3","2","3"
"2718",NA,0.9704,0,0.9479,0.9778,0,0.9056,2,NA,2,1,1,1,NA,1,1,4,1,1,2,1,98,5,51,50,85,5,97,99,NA,100,16,1,1,NA,2,2,3,1,2,2,1,3,2,5,5,4,5,1,1,5,5,5,3,3,3,4,7,6,4,2,3,2,3,4,5,2,3,4,5,1,1,4,2,2,3,1,1,2,NA,57,9,1,12,10,NA,1,1,1,1,0,0,0,5,0,40,0,1,1,NA,11,10,11,10,NA,1,"86","36","60","36","33","100","84","100","43","2","1","2","5","8","2","85","95","86","36","93","5","6","2","2","3","6","2","2","7","1","6","3","3","3","2","2","4","3","2","4","2","4","4"
"2719",NA,0.9012,0,0.881,0.8739,0,0.829,2,NA,2,1,1,1,NA,1,1,4,2,2,3,2,60,30,30,15,70,50,70,85,30,70,40,1,2,3,2,3,2,3,3,3,2,5,3,4,5,5,4,1,4,5,3,4,6,1,5,3,6,5,6,2,6,2,7,7,6,1,6,1,5,2,2,3,2,3,2,1,1,2,NA,47,7,1,13,10,NA,2,1,0,0,0,0,0,1,0,9,NA,1,2,NA,11,10,10,10,NA,1,"85","50","50","40","60","85","85","85","30","2","2","4","5","10","2","85","85","70","40","85","3","4","3","2","3","4","3","2","3","3","4","2","4","4","3","3","4","3","2","4","2","4","5"
"2720",NA,2.6578,0,2.5716,0,0,0,2,NA,4,3,2,NA,NA,1,1,2,1,2,1,2,60,0,50,50,50,50,70,50,50,60,50,1,4,NA,4,5,2,6,4,3,3,5,3,2,5,5,1,1,3,3,NA,1,4,2,3,3,6,5,7,1,1,1,3,4,2,1,4,4,5,1,1,4,1,3,3,2,NA,2,NA,20,1,6,10,80,NA,2,0,0,0,1,0,0,3,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2721",NA,0.7855,0,0.7681,0.8149,0,0.8119,2,NA,4,3,2,NA,NA,NA,NA,3,3,3,3,4,30,15,50,50,50,50,15,40,50,18,20,2,7,1,3,3,2,4,3,4,4,5,2,5,5,5,5,1,3,5,NA,NA,NA,3,99,2,4,4,6,1,6,3,4,4,4,2,2,6,5,1,1,3,1,3,5,2,NA,2,NA,31,4,4,10,10,NA,2,1,0,0,0,0,0,1,0,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"50","40","59","50","50","40","50","40","40","4","4","2","4",".","1","60","53","44","45","49","4","4","4","4","4","5","4","3","4","5","4","4","2","2","2","2","4","4","2","4","2","5","5"
"2722",NA,1.8419,0,1.7931,0,0,0,2,NA,5,3,2,NA,NA,NA,NA,4,4,4,4,4,0,0,NA,NA,NA,NA,0,0,NA,0,0,1,7,3,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5,4,1,4,2,4,3,4,6,7,1,7,1,7,7,1,1,1,6,6,1,1,4,1,3,5,2,NA,3,NA,22,2,6,9,10,NA,2,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2723",NA,1.4923,0,1.4587,1.4497,0,1.4197,2,NA,2,2,1,2,NA,2,NA,4,4,4,4,4,15,60,70,NA,NA,NA,0,0,NA,0,85,1,7,NA,3,4,3,1,4,5,3,5,3,4,5,3,4,2,2,5,1,4,5,3,7,3,4,5,5,3,6,6,7,3,4,6,1,1,3,1,2,2,1,2,3,1,3,2,NA,23,2,1,10,10,NA,2,1,0,0,0,0,0,1,0,1,0,2,1,NA,11,11,11,11,NA,2,"75","15","12","95","20","75","70","75","10","3","2","6","5","7","2","40","40","30","18","40","3","5","2","2","4","5","3","4","5","4","5","2","3","3","2","3","3","2","2","4","2","4","4"
"2724",NA,0.4227,0,0.4134,0.4415,0,0.4471,2,NA,2,2,2,NA,NA,NA,NA,4,1,1,1,1,85,15,60,60,100,40,85,70,50,100,40,1,2,NA,2,3,2,7,2,2,1,2,2,4,4,4,4,3,2,5,5,5,5,1,6,3,1,4,4,1,5,5,4,5,7,4,4,1,1,4,3,4,1,1,1,1,3,1,NA,71,12,3,10,20,NA,2,1,0,0,0,0,0,1,0,31,NA,NA,NA,NA,10,NA,NA,30,NA,NA,"10","60","40","40","20","55","55","65","40","4","1","4","4","3","2","60","50","60","50","85","2","5","3","4","2","5","4","4","5","2","5","2","4","3","3","2","4","2","2","4","2","4","4"
"2725",NA,1.602,0,1.5638,1.757,0,1.7499,2,NA,4,3,2,NA,NA,NA,NA,3,2,1,2,2,60,0,50,50,50,30,85,70,50,70,40,1,2,NA,2,2,2,6,2,3,1,4,1,4,5,5,5,1,2,4,3,3,6,1,3,3,7,6,6,1,2,3,2,2,2,2,3,1,3,2,1,3,2,2,1,1,3,2,NA,68,11,1,9,10,NA,2,0,0,0,1,0,0,3,0,33,0,NA,NA,NA,10,30,NA,NA,NA,NA,"70","15","60","30","85","70","60","70","60","2","2","4","5","10","2","86","59","61","39","71","3","5","2","2","4","5","4","2","1","3","3","2","5","4","3","1","4","2","1","5","1","5","4"
"2726",NA,1.5352,0,1.4985,0,0,0,2,NA,1,1,1,1,NA,1,1,4,1,1,1,4,100,0,0,50,40,0,85,100,40,85,0,1,7,NA,3,3,2,7,1,1,1,2,1,5,5,5,5,3,1,5,6,1,1,1,3,4,7,6,7,3,2,1,6,4,4,1,4,6,6,1,1,4,3,3,1,2,NA,3,NA,59,9,1,15,10,NA,2,1,0,0,0,0,0,1,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2727",NA,0.4575,0,0.4471,0.446,0,0.4305,2,NA,2,1,2,NA,NA,1,2,4,4,4,4,4,30,70,50,50,40,85,40,0,50,15,100,1,7,2,2,2,2,7,4,5,3,5,4,2,2,4,4,1,4,4,1,3,7,2,6,1,1,1,1,1,5,5,7,6,7,4,1,6,1,1,1,4,1,2,4,1,3,2,NA,49,7,6,13,10,NA,2,1,0,1,0,0,0,6,0,1,NA,NA,NA,NA,1,31,NA,NA,NA,NA,".","73","50","86","42","85","70","70","40","2","4","4","5","10","1","100","100","100","85","100","2","4","1","1","3","3","5","2","4","2","5","1","2","2","2","1","2","2","1","2","2","4","4"
"2728",NA,1.0477,0,1.0144,1.0556,0,1.0374,2,NA,2,3,1,2,NA,1,4,4,4,4,4,4,0,30,50,70,50,50,15,40,50,30,70,1,4,NA,4,5,3,1,5,5,3,5,5,5,5,3,5,1,4,5,1,4,4,3,1,3,1,6,7,1,1,1,4,5,7,1,2,5,4,2,1,4,1,2,2,1,1,2,NA,61,10,1,10,60,NA,2,1,0,0,0,0,0,1,0,25,0,1,2,NA,11,10,10,10,NA,1,"40","2","76","15","41","15","85","40","16","3","3","2","4","5","2","80","74","62","30","40","5","3","1","1","5","5","3","1","7","6","6","2","5","4","4","2","5","3","2","5","1","5","1"
"2729",NA,1.1359,0,1.1105,1.1229,0,1.0928,2,NA,1,1,1,2,NA,1,2,4,4,4,4,4,0,60,0,0,15,100,30,30,0,15,60,1,7,NA,3,5,2,5,4,5,3,5,5,3,3,3,3,2,5,4,2,6,7,2,6,3,3,5,2,2,6,6,7,2,1,7,2,1,1,2,2,2,1,2,5,1,3,1,NA,72,12,1,10,10,NA,2,1,0,0,0,0,0,1,0,10,NA,2,1,NA,1,11,11,NA,NA,2,"60","60","15","100","30","100","70","85","0","2","1","7","5","3","1","60","70","70","85","70","3","4","2","3","2","2","1","1","5","1","5","1","3","2","2","2","3","3","2","3","4","3","4"
"2730",NA,1.0139,0,0.9813,1.0338,0,1.0122,2,NA,2,2,2,NA,NA,1,2,4,3,4,1,4,50,51,53,41,NA,NA,41,59,51,49,51,1,7,NA,3,3,3,4,4,4,3,5,4,4,2,4,3,2,3,2,3,3,6,1,3,3,4,6,4,1,4,2,7,4,5,3,1,1,2,4,2,2,2,2,3,1,2,1,NA,41,6,1,10,10,NA,2,1,0,0,0,0,0,1,1,34,0,NA,NA,NA,31,NA,NA,NA,30,NA,"85","41","48","72","70","85","76","94","17","7","2","2","5","5","1","85","77","74","52","75","5","3","4","2","2","4","4","2","4","1","4","1","2","3","1","1","3","2","1","4","2","3","4"
"2731",NA,1.2887,0,1.2599,1.1819,0,1.1411,2,NA,2,1,1,1,NA,1,1,4,2,2,1,1,61,1,NA,NA,NA,NA,95,55,NA,64,31,1,4,NA,3,5,2,7,1,1,1,3,3,5,5,5,4,3,2,5,6,5,NA,1,3,4,2,6,4,1,1,1,4,2,1,1,1,6,6,1,1,4,2,1,2,2,NA,3,NA,23,2,6,13,10,NA,2,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,11,30,30,30,NA,NA,"50","64","98","12","99","55","98","62","69","4","4","1","5","8","1","50","52","64","73","50","4","5","3","4","4","4","4","5","4","4","4","4","4","3","2","5","5","5","2","4","2","5","3"
"2732",NA,0.4545,0,0.4444,0.4336,0,0.4123,2,NA,2,1,1,1,NA,1,1,4,1,1,1,1,60,0,50,50,60,0,100,100,50,60,30,1,4,NA,1,3,1,1,1,3,1,4,3,5,5,5,5,1,3,5,NA,4,4,1,4,4,4,5,7,2,4,4,4,4,4,2,4,6,6,1,1,4,3,1,1,1,1,3,NA,57,9,4,10,60,NA,2,1,0,0,0,0,0,1,0,40,0,1,1,NA,11,10,11,10,NA,1,"100","50","100","0","100","70","50","100","100","2","4","4","2","10","1","85","85","85","85","85","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","2","4","3","4","5","1","5","5"
"2733",NA,0.6518,0,0.6355,0.6519,0,0.6464,2,NA,1,1,1,1,1,NA,NA,4,1,1,1,1,100,0,25,35,100,50,100,100,25,100,0,1,2,3,2,3,2,1,1,1,1,3,1,5,5,4,5,1,1,5,NA,4,1,1,2,3,7,6,7,1,2,3,2,4,4,1,2,1,5,1,2,4,4,2,1,1,3,2,NA,84,13,4,10,10,NA,1,1,0,0,0,0,0,5,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"100","75","80","60","70","60","75","90","80","3","4","2","4","8","2","100","100","100","100","100","4","7","1","4","2","4","1","4","4","1","4","1","4","4","3","1","4","3","1","3","2","4","."
"2734",NA,1.4228,0,1.3774,1.4088,0,1.359,2,NA,3,3,1,1,NA,1,5,4,2,2,3,1,15,1,51,NA,15,30,60,1,NA,16,1,1,1,3,4,4,3,3,4,5,3,5,2,5,5,5,5,2,3,5,3,2,4,1,4,2,4,5,6,1,4,4,2,4,2,4,2,5,2,1,1,4,1,2,4,1,2,2,NA,54,8,4,13,10,NA,2,1,0,0,0,0,0,1,0,15,NA,5,1,NA,31,12,10,NA,NA,5,"84","3","30","40","61","78","72","60","84","4","4","2","5","7","2","69","69","84","41","70","4","4","5","5","5","5","4","3","5","4","4","4","4","4","3","2","4","4","2","4","3","4","4"
